id,verdict,narration,subject,evidence,missing,reason
ASSET-187,FAIL,なんと、20頭のうちの1頭の遺伝子が、探していたクマと一致したのです。,一致したクマ・探していたクマ,該当なし,20頭のうち遺伝子が一致した1頭のクマと、探していたクマ,プロンプトに描かれるのは研究者と封筒で、ナレーションに出るクマが描かれていない。
ASSET-191,FAIL,設置されていた箱わなにかかり、ハンターによって駆除されたとのこと。,クマ・ハンター・捕獲駆除,A full-body Japanese local hunter in his 60s,箱わなにかかり、駆除されたクマ,ハンターは描かれているが、箱わなは空で、捕獲・駆除されたクマが描かれていない。
ASSET-196,FAIL,せたな町の担当者は、春先は雪解けが早く餌のある海側で過ごし、夏に内陸へ移ったのではないかと分析しています。,町の担当者・クマ,A full-body Japanese male town official in his 40s,クマ,町の担当者は描かれていますが、春に海側で過ごし夏に内陸へ移ったクマがプロンプトに描かれていません。
ASSET-197,PASS,こうして2015年4月23日、公式にDNAが一致したという鑑定結果を公表。,DNA一致の鑑定結果の公表,"He holds a plain brown envelope up at shoulder height in his right hand, eyebrows raised high, eyes wide and shining, mouth open as he announces loudly",,町の職員が結果の封筒を掲げて発表する姿が描かれている。
ASSET-198,FAIL,せたな町は、正式に実施していたクマの捜索を打ち切りとなり、,せたな町・クマの捜索打ち切り,He holds a packed backpack by its top handle in his right hand,クマ,ナレーションに登場するクマがプロンプトの絵に描かれていないため。
ASSET-199,PASS,町長も「正直、今年も事故が起きるのではと不安だった。ほっとした」と語っています。,町長・安堵,"He wipes his forehead with a white handkerchief in his right hand and presses his left hand to his chest, eyebrows slanted upward, eyes squeezed shut with tears of relief at the corners, mouth open in a long relieved sigh",,ナレーションに登場する人物は町長のみで、その不安から安堵した心情が本人の姿と表情で描かれている。
ASSET-200,FAIL,住民も、裏山の畑に行くときまで警戒していたと話し、クマがすでに駆除されていたと知って安堵したとのことでした。,住民・クマ,A full-body Japanese local resident man in his 70s,駆除されたクマ,住民は描かれていますが、ナレーションに登場するクマはキャラ・背景のどちらのプロンプトにも描かれていません。
ASSET-207,PASS,しかし、保管されていたDNAとの照合から、同一個体だと見て間違いなさそうです。,DNA照合・同一個体,背景は ASSET-182_bg.png を再利用し、2本の試料が左右に並ぶ全景で使う,,照合する2本の試料を並べ、同一個体という結論を文字で示している。
ASSET-208,PASS,この結果を知った現場のハンターは、「せたな町、今金町とも密に情報交換していれば、もっと早く地元の不安を取りのぞけていた」と語っていました。,ハンター・後悔,"A full-body Japanese local hunter in his 60s with short grey hair and a grey stubble, an orange cap, a dark green field jacket under a blaze-orange safety vest, khaki trousers and brown boots, standing square to the viewer with his shoulder line parallel to the picture plane, his face clearly visible. He holds an open plain folder in his left hand and clenches his right fist trembling at his side, eyebrows pulled together and slanted steeply upward, eyes screwed shut with tears of frustration at the corners, teeth clenched and bared, deeply regretful and frustrated, NOT calm, NOT smiling.",,ナレーションで語るハンターが描かれ、情報交換が足りなかったことへの後悔も表情と仕草で示されている。
ASSET-210,FAIL,専門家の釣賀一二三（つるが ひふみ）室長は、「山に入るときはクマへ人の存在を知らせることが重要」,釣賀室長・入山する人・クマ,A full-body Japanese female researcher in her 40s with shoulder-length dark brown hair tied back,入山する人とクマが描かれていない,ナレーションに登場する釣賀室長は描かれているが、山に入る人と知らせる相手のクマはプロンプトに登場しない。
ASSET-211,FAIL,「ただ、鈴やラジオの音に、反応が鈍いクマもいることも事実」,クマ,該当なし,鈴やラジオの音に反応が鈍いクマ,ナレーションの主語であるクマが描かれず、足跡で代替されている。
ASSET-213,PASS,さらに、単独で山に入らず、複数で行動するよう呼びかけました。,複数で行動する山菜採り,Exactly two full-body Japanese wild-vegetable gatherers walking side by side toward the viewer at a slight three-quarter angle,,単独行動を避けるという呼びかけの主題が、並んで歩く2人で描かれている。
ASSET-215,PASS,しかし、何も対策をしない場合と比べると生存確率は上がります。,生存確率の比較,Exactly two full-body Japanese wild-vegetable gatherers standing side by side,,対策をした2人がクマスプレーと鈴を掲げる姿で、抽象的な生存確率の比較を表している。
ASSET-217,FAIL,翌年、同じクマに襲われた45歳の女性は、肩や腕に重いけがを負い、一緒にいた男性も襲われかけています。,女性・男性・クマ,a woman in her mid 40s ... clutching her left upper arm with her right hand; a man in his early 60s ... holding a small hatchet raised defensively in front of him with both hands,女性を襲い、男性も襲おうとしたクマが描かれていない。,女性と男性は描かれているが、背景プロンプトは「No animal visible.」と指定しており、襲撃の主語であるクマが絵にいない。
ASSET-218,PASS,常にクマの出没情報の確認をしつつ、クマスプレーなどを備えておき、身を守ることが大切と言えます。,登山者・クマの出没情報・クマスプレー,「登山口の案内板の前で、クマスプレーを構える女性」「a wooden notice board with a simple trail map and a dark bear pictogram」「one red bear spray canister」,,身を守るための備えという結論を、女性・出没情報を示す案内板・クマスプレーで描いている。
