id,verdict,narration,subject,evidence,missing,reason
ASSET-182,FAIL,せたな町以外で捕獲されていたクマのDNA鑑定を専門家に依頼したのです。,町の職員・専門家・クマ,a male town official in his 40s ... holding out a small sealed clear sample bag ... a female researcher in her 40s ... reaching out with one hand to take the bag,町外で捕獲されたクマ,職員と専門家は描かれていますが、ナレーションに登場するクマは試料袋で代替され、絵に描かれていません。
ASSET-184,FAIL,対象はせたな町と近隣の町で、前年に駆除された20頭。,駆除された20頭のクマ,該当なし,前年に駆除された20頭のクマ,試料管のラックと研究者は描かれていますが、ナレーションの主題である駆除されたクマは描かれていません。
ASSET-185,PASS,専門家は快くこの依頼を承諾し、早速、DNA鑑定を進めることに。,専門家・DNA鑑定,2本の試料を置いた机で、ピペットを手に鑑定に取りかかる研究者（CHAR-07）。,,ナレーションに登場する専門家が、試料を前にDNA鑑定に取りかかる姿として描かれている。
ASSET-187,FAIL,なんと、20頭のうちの1頭の遺伝子が、探していたクマと一致したのです。,20頭のクマ・探していたクマ・遺伝子の一致,該当なし,20頭のクマと探していたクマが描かれていない,研究者と封筒は描かれているが、ナレーションに登場するクマは描かれていない。
ASSET-191,FAIL,設置されていた箱わなにかかり、ハンターによって駆除されたとのこと。,ヒグマ・ハンター・駆除,"Inside the trap an adult male Hokkaido brown bear about 2 metres long and about 230 kilograms crouches ON ALL FOURS, its heavy dark-brown body filling most of the trap, clearly visible through the steel mesh, head low, ears flattened back, the fur on its neck bristled up, teeth bared.",ヒグマが駆除されたことを示す姿,箱わなにかかったヒグマとハンターは描かれているが、ヒグマは歯をむき出した生きた姿で、駆除された出来事は絵に見えない。
ASSET-196,PASS,せたな町の担当者は、春先は雪解けが早く餌のある海側で過ごし、夏に内陸へ移ったのではないかと分析しています。,町の担当者・クマの移動,A full-body Japanese male town official in his 40s ... raises his right index finger ... as he explains／矢印の先に096のクマを小さく切り抜いて置く。,,町の担当者とクマが登場し、春の海側から夏の内陸への移動が背景と矢印で示されるため。
ASSET-197,PASS,こうして2015年4月23日、公式にDNAが一致したという鑑定結果を公表。,DNA一致の公表,"He holds a plain brown envelope up at shoulder height in his right hand, eyebrows raised high, eyes wide and shining, mouth open as he announces loudly",,職員が鑑定結果を公表する場面が描かれ、DNA一致はテロップで示されている。
ASSET-198,FAIL,せたな町は、正式に実施していたクマの捜索を打ち切りとなり、,せたな町・クマ・捜索打ち切り,"a Japanese hunter in a blaze-orange vest and orange cap, seen only from behind, walks into the frame, lifts one of the packed backpacks from the folding table onto his shoulder, picks up the coil of rope and walks slowly away down the road",クマ,捜索を終えるハンターは描かれていますが、ナレーションに出るクマはプロンプトに登場しません。
ASSET-199,PASS,町長も「正直、今年も事故が起きるのではと不安だった。ほっとした」と語っています。,町長・安堵,"He wipes his forehead with a white handkerchief in his right hand and presses his left hand to his chest, eyebrows slanted upward, eyes squeezed shut with tears of relief at the corners, mouth open in a long relieved sigh",,ナレーションに登場する町長が描かれ、不安から安堵した心情も表情と仕草で示されている。
ASSET-200,FAIL,住民も、裏山の畑に行くときまで警戒していたと話し、クマがすでに駆除されていたと知って安堵したとのことでした。,住民・クマ,A full-body Japanese local resident man in his 70s with short white hair,駆除されたクマが描かれていない。,ナレーションに登場する住民は描かれているが、クマはプロンプトに登場しない。
ASSET-207,PASS,しかし、保管されていたDNAとの照合から、同一個体だと見て間違いなさそうです。,DNA照合・同一個体,two gloved hands in white lab-coat sleeves slide the two capped sample tubes closer together until they stand side by side on their white cards,,同一個体という結論を、照合する2本の試料を並べる動きで象徴している。
ASSET-208,PASS,この結果を知った現場のハンターは、「せたな町、今金町とも密に情報交換していれば、もっと早く地元の不安を取りのぞけていた」と語っていました。,現場のハンター,A full-body Japanese local hunter in his 60s ... He holds an open plain folder in his left hand ... deeply regretful and frustrated,,ナレーションに登場する人物であるハンターが、悔しさをにじませる姿で描かれている。
ASSET-210,FAIL,専門家の釣賀一二三（つるが ひふみ）室長は、「山に入るときはクマへ人の存在を知らせることが重要」,釣賀室長・人・クマ,"A full-body Japanese female researcher in her 40s with shoulder-length dark brown hair tied back, a plain white lab coat over a navy top",クマが描かれていない。,ナレーションに登場する釣賀室長と人は描かれているが、クマはプロンプトに登場しない。
ASSET-211,PASS,「ただ、鈴やラジオの音に、反応が鈍いクマもいることも事実」,クマ・鈴・ラジオ,"an adult brown bear on all fours walks calmly across the trail further up, never turning its head toward the radio or the bell",,クマが鈴とラジオに反応せず通り過ぎる姿が描かれている。
ASSET-213,PASS,さらに、単独で山に入らず、複数で行動するよう呼びかけました。,複数で行動する人々,"Exactly two full-body Japanese wild-vegetable gatherers walking side by side toward the viewer at a slight three-quarter angle, both faces clearly visible.",,ナレーションの主題である複数での行動が、並んで歩く2人として描かれている。
ASSET-215,PASS,しかし、何も対策をしない場合と比べると生存確率は上がります。,2人の生存確率,Exactly two full-body Japanese wild-vegetable gatherers standing side by side,,生存確率の比較は抽象的な結論であり、主語となる2人が装備を掲げる姿で描かれている。
ASSET-217,FAIL,翌年、同じクマに襲われた45歳の女性は、肩や腕に重いけがを負い、一緒にいた男性も襲われかけています。,女性・男性・クマ,Captured at the moment before any contact only.,クマが女性を襲う瞬間,3者は描かれていますが、女性への襲撃は接触前の姿と負傷後の反応で代替されています。
ASSET-218,PASS,常にクマの出没情報の確認をしつつ、クマスプレーなどを備えておき、身を守ることが大切と言えます。,出没情報・クマスプレー,"a wooden notice board with a simple trail map and a dark bear pictogram but no readable words, a small shelf below it with one red bear spray canister in a box",,身を守るための備えを述べる結論文で、案内板とクマスプレーがその主題を示している。
