ファイル名	理由
ASSET-137_char.png	地図（編集者が作る）に変更
ASSET-137_still.png	地図（編集者が作る）に変更
ASSET-138_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-140_char.png	キャラをやめて実写にしたので不要
ASSET-141_char.png	キャラをやめて実写にしたので不要
ASSET-141_still.png	作り直す（別のPCで同じ名前で作る）
ASSET-142_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-142_still.png	背景は ASSET-132 のものを使うので不要
ASSET-143_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-144_video.mp4	作り直す（別のPCで同じ名前で作る）
ASSET-145_char.png	キャラをやめて実写にしたので不要
ASSET-145_still.png	作り直す（別のPCで同じ名前で作る）
ASSET-145_video.mp4	作り直す（別のPCで同じ名前で作る）
ASSET-146_char.png	キャラをやめて実写にしたので不要
ASSET-146_still.png	作り直す（別のPCで同じ名前で作る）
ASSET-146_video.mp4	作り直す（別のPCで同じ名前で作る）
ASSET-148_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-148_still.png	作り直す（別のPCで同じ名前で作る）
ASSET-149_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-149_still.png	背景を ASSET-149_bg.png の名前で作り直す
ASSET-151_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-151_still.png	背景を ASSET-151_bg.png の名前で作り直す
ASSET-152_char.png	キャラをやめて実写にしたので不要
ASSET-152_still.png	作り直す（別のPCで同じ名前で作る）
ASSET-153_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-155_bg.png	キャラをやめて実写にしたので不要
ASSET-155_char.png	キャラをやめて実写にしたので不要
ASSET-155_video.mp4	作り直す（別のPCで同じ名前で作る）
ASSET-156_bg.png	キャラをやめて実写にしたので不要
ASSET-156_char.png	キャラをやめて実写にしたので不要
ASSET-156_video.mp4	作り直す（別のPCで同じ名前で作る）
ASSET-157_char.png	キャラをやめて実写にしたので不要
ASSET-157_still.png	作り直す（別のPCで同じ名前で作る）
ASSET-157_video.mp4	作り直す（別のPCで同じ名前で作る）
ASSET-158_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-158_video.mp4	動画を外す（キャラと背景で表す）
ASSET-159_bg.png	キャラをやめて実写にしたので不要
ASSET-159_char.png	キャラをやめて実写にしたので不要
ASSET-160_char.png	キャラをやめて実写にしたので不要
ASSET-160_video.mp4	作り直す（別のPCで同じ名前で作る）
ASSET-161_still.png	作り直す（別のPCで同じ名前で作る）
ASSET-162_still.png	背景は ASSET-161 のものを使うので不要
ASSET-164_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-166_char.png	キャラをやめて実写にしたので不要
ASSET-166_still.png	作り直す（別のPCで同じ名前で作る）
ASSET-166_video.mp4	動画を外す（キャラと背景で表す）
ASSET-167_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-167_still.png	作り直す（別のPCで同じ名前で作る）
ASSET-168_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-169_char.png	キャラをやめて実写にしたので不要
ASSET-169_still.png	作り直す（別のPCで同じ名前で作る）
ASSET-169_video.mp4	作り直す（別のPCで同じ名前で作る）
ASSET-170_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-170_still.png	作り直す（別のPCで同じ名前で作る）
ASSET-172_char.png	地図（編集者が作る）に変更
ASSET-172_still.png	地図（編集者が作る）に変更
ASSET-174_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-174_still.png	背景を ASSET-174_bg.png の名前で作り直す
ASSET-174_video.mp4	動画を外す（キャラと背景で表す）
ASSET-175_char.png	キャラをやめて実写にしたので不要
ASSET-175_still.png	作り直す（別のPCで同じ名前で作る）
ASSET-175_video.mp4	作り直す（別のPCで同じ名前で作る）
ASSET-176_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-178_char.png	キャラをやめて実写にしたので不要
ASSET-178_video.mp4	作り直す（別のPCで同じ名前で作る）
ASSET-179_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-179_still.png	作り直す（別のPCで同じ名前で作る）
ASSET-181_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-181_still.png	背景は ASSET-167 のものを使うので不要
ASSET-182_bg.png	作り直す（別のPCで同じ名前で作る）
ASSET-182_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-184_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-184_still.png	背景は ASSET-100 のものを使うので不要
ASSET-185_bg.png	背景は ASSET-182 のものを使うので不要
ASSET-185_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-187_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-188_char.png	地図（編集者が作る）に変更
ASSET-188_still.png	地図（編集者が作る）に変更
ASSET-191_still.png	作り直す（別のPCで同じ名前で作る）
ASSET-191_video.mp4	動画を外す（キャラと背景で表す）
ASSET-194_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-194_still.png	背景を ASSET-194_bg.png の名前で作り直す
ASSET-196_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-197_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-198_bg.png	キャラをやめて実写にしたので不要
ASSET-198_char.png	キャラをやめて実写にしたので不要
ASSET-198_video.mp4	作り直す（別のPCで同じ名前で作る）
ASSET-199_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-200_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-202_char.png	別カットの再利用に変更
ASSET-202_still.png	別カットの再利用に変更
ASSET-203_char.png	別カットの再利用に変更
ASSET-203_still.png	別カットの再利用に変更
ASSET-203_video.mp4	別カットの再利用に変更
ASSET-204_char.png	別カットの再利用に変更
ASSET-204_still.png	別カットの再利用に変更
ASSET-206_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-206_still.png	背景は ASSET-191 のものを使うので不要
ASSET-207_char.png	キャラをやめて実写にしたので不要
ASSET-207_still.png	動画の元は ASSET-182_bg.png を使うので不要
ASSET-207_video.mp4	作り直す（別のPCで同じ名前で作る）
ASSET-208_bg.png	キャラをやめて実写にしたので不要
ASSET-208_char.png	キャラをやめて実写にしたので不要
ASSET-208_video.mp4	作り直す（別のPCで同じ名前で作る）
ASSET-210_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-210_still.png	背景は ASSET-100 のものを使うので不要
ASSET-211_char.png	キャラをやめて実写にしたので不要
ASSET-211_still.png	作り直す（別のPCで同じ名前で作る）
ASSET-211_video.mp4	作り直す（別のPCで同じ名前で作る）
ASSET-212_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-213_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-213_still.png	背景を ASSET-213_bg.png の名前で作り直す
ASSET-213_video.mp4	動画を外す（キャラと背景で表す）
ASSET-214_char.png	キャラをやめて実写にしたので不要
ASSET-214_still.png	作り直す（別のPCで同じ名前で作る）
ASSET-214_video.mp4	動画を外す（キャラと背景で表す）
ASSET-215_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-215_still.png	背景は ASSET-213 のものを使うので不要
ASSET-215_video.mp4	動画を外す（キャラと背景で表す）
ASSET-217_still.png	背景は ASSET-063 のものを使うので不要
ASSET-218_char.png	作り直す（別のPCで同じ名前で作る）
ASSET-218_still.png	背景を ASSET-218_bg.png の名前で作り直す
