id,verdict,narration,subject,evidence,missing,reason
ASSET-117,PASS,出発にあたり、地元のベテランハンターである長田範男さん（62歳）が、他のハンターに銃の扱いについて念入りに指導。,長田さん・他のハンター・銃の扱いの指導,"Two full-body Japanese hunters facing each other at a slight three-quarter angle toward the viewer, both faces clearly visible. Left: 1) (CHAR-05 再利用) the veteran, a Japanese local hunter aged 62 ... holding a rifle with both hands with the muzzle pointed straight down at the ground, showing the safety catch with his thumb ... mouth open mid-instruction ... Right: 2) (CHAR-09 再利用) a Japanese young hunter in his 30s ... leaning in and nodding",,長田さんと指導を受けるハンターの両方が描かれ、銃の扱いを教える場面も見える。
ASSET-120,PASS,山道を歩いてると、クマの足跡を発見。,歩く人・クマの足跡,A full-body Japanese local hunter in his 60s ... crouching on one knee ... He points down and to his right with his right index finger ... A line of large Hokkaido brown bear pawprints ... pressed into a strip of lingering old granular snow on a hillside trail,,歩いていた人に当たるハンターが足跡を指さしており、主題そのものであるクマの足跡も描かれている。
ASSET-121,PASS,雪が溶けてしまうと、せっかくの手がかりも消えてしまいます。,雪・手がかり,"A single Hokkaido brown bear pawprint about 14 centimetres wide, left by an adult male brown bear about 2 metres long and roughly 150 to 250 kilograms, slowly melting away in a thin patch of wet, slushy old snow",,溶ける雪と、消えかけた手がかりである足跡が描かれている。
ASSET-122,PASS,長田さんは「完全に雪が解けたら足跡を追えない。今週中が勝負」と、他のハンターに伝え、全力で捜索を続けます。,長田さん・他のハンター・捜索,"Two full-body Japanese hunters facing each other at a slight three-quarter angle toward the viewer; A trail of Hokkaido brown bear pawprints, left by an adult male brown bear about 2 metres long and roughly 150 to 250 kilograms, crossing a long strip of lingering old snow",,ナレーションに登場する長田さんと他のハンターが描かれ、捜索対象の足跡も描かれている。
ASSET-124,FAIL,日が沈むまでクマを探したものの、結局クマは見つかりませんでした。,ハンター・クマ,A full-body Japanese local hunter in his 60s,クマが描かれていない,ナレーションに登場するハンターは描かれていますが、クマはプロンプトに登場しません。
ASSET-126,PASS,昨年の事件といい、このクマはかなり厄介な相手だと言えます。,クマ,An adult male Hokkaido brown bear about 2 metres long and roughly 150 to 250 kilograms walking away ON ALL FOURS between the trunks of a bare deciduous forest near Setana,,ナレーションに登場するクマが背景プロンプトに描かれており、『厄介な相手』という結論をその姿で受けている。
ASSET-128,FAIL,ハンターたちは、町の方達に「このクマは非常に危険。付近の住民は夜の外出を控えてほしい」と伝えたとのこと。,ハンター・住民・クマ,"Two full-body Japanese men facing each other at a slight three-quarter angle toward the viewer, both faces clearly visible.",クマが描かれていない。,ナレーションに登場するハンターと住民は描かれているが、クマはプロンプトの絵に登場しない。
ASSET-129,PASS,町の観光協会からは、「解決が遅れると観光にも影響を与えかねない」という心配の声も上がりました。,観光協会の職員・観光への懸念,観光協会の職員が心配そうに話す。,,ナレーションの話し手である観光協会の職員が描かれ、観光への影響を心配する抽象的な内容も表情と発話で受けている。
ASSET-130,PASS,しかし、その後も全力で捜索しましたが、見つけることはできませんでした。,捜索した人・発見できなかった結果,"walking toward the viewer at a slight three-quarter angle with his head hanging, his face clearly visible. Eyebrows slanted steeply upward, eyes wet and glistening, mouth bent into a trembling downturned frown, sweat dripping down his cheeks, crushed and disappointed",,ナレーションに登場する捜索者が描かれ、発見できなかったという結果は落胆した姿で表されている。
ASSET-132,PASS,なんと二つ目の事件があった太田の山で、町職員が箱わなにかかっているクマを見つけました。,町職員・箱わなにかかったクマ,A full-body Japanese male town official in his 40s ... his face clearly visible. / Inside the trap an adult male Hokkaido brown bear ... crouches ON ALL FOURS ... clearly visible through the steel mesh.,,ナレーションに登場する町職員と、箱わなにかかったクマの両方がプロンプトに描かれている。
ASSET-135,FAIL,すかさずハンターが、クマを駆除し、,ハンター・クマ・駆除,"「He holds a rifle with both hands, its muzzle pointed straight down at the ground」「Inside the trap an adult male Hokkaido brown bear ... crouches ON ALL FOURS」",クマを駆除する場面,ハンターとクマは描かれていますが、ナレーションの主題である駆除の出来事は描かれていません。
ASSET-136,FAIL,女性を襲ったクマなのかを確かめるため、肉片を研究所へ送ります。,襲われた女性・クマ・肉片,She holds a small plain white insulated sample box with both hands at chest height,襲われた女性とクマが描かれていない,研究者と試料の箱は描かれているが、ナレーションに登場する襲われた女性とクマがいない。
ASSET-138,FAIL,性別も、捜索中のクマと重なっています。,捜索中のクマ・性別,該当なし,捜索中のクマ,職員と記録は描かれていますが、ナレーションに登場するクマはプロンプトの絵に描かれていません。
ASSET-140,PASS,しかし、そう上手くはいきませんでした、、,物事の不首尾,"She holds an opened plain envelope in her left hand and a blank sheet of paper in her right hand, eyebrows slanted steeply upward, eyes stretched wide and welling with tears, jaw hanging slack, face drained pale, a bead of sweat on her temple, stunned and dismayed, NOT calm, NOT smiling.",,ナレーションは抽象的な結論であり、研究者が結果を見て愕然とする姿で象徴している。
ASSET-141,PASS,鑑定の結果、DNAは不一致。,DNAの不一致,Two plain sealed kraft specimen envelopes lying side by side on a dark laboratory bench,,DNAの不一致という結論を、比較対象の試料封筒2通で象徴している。
ASSET-142,FAIL,残念ながら箱わなにかかっていたのは、別のクマだったのです。,箱わなにかかった別のクマ,"a printed photograph of the captured adult male Hokkaido brown bear, about 1.8 metres long and about 250 kilograms, crouching inside a steel box trap, lying on the desk",箱わなにかかった別のクマが、写真ではなく場面の中に描かれていない,捕獲という目に見える出来事を机上の写真で代替している。
ASSET-143,FAIL,町の人々は、人を襲ったクマが今もどこかに潜んでいると、不安でいっぱいの中、暮らすしかありませんでした。,町の人々・クマ・襲われた人,A full-body Japanese local resident man in his 70s,クマ、襲われた人、ほかの町の人々が描かれていない。,住民の不安は描かれているが、ナレーションに登場するクマと襲われた人はプロンプトの絵にいない。
ASSET-145,FAIL,せたな町の会議で、クマへの対応が取り上げられます。,町の会議・クマへの対応,該当なし,会議の参加者,空席の会議室とクマの写真だけでは、クマへの対応が会議で取り上げられている場面が描かれていません。
ASSET-146,FAIL,町はクマ事件後、対策本部を設けて休むことなく捜索を進めていました。,町・クマ・捜索,"A line of five Japanese hunters in blaze-orange safety vests over dark green jackets, seen from behind and small in the frame, frozen mid-stride in single file through knee-deep snow into a forest of snow-covered bare trees",対策本部とクマが描かれていない,捜索隊は描かれていますが、ナレーションに出る町の対策本部とクマはプロンプトの絵に登場しません。
ASSET-148,FAIL,しかし、問題となったクマの捕獲の報告はいまだにできておらず、町長は「今なお、事件を起こしたクマの捕獲には至っておりません」と伝えるしかありませんでした。,町長・クマの未捕獲,A full-body Japanese town mayor in his 60s,事件を起こしたクマ,町長は描かれていますが、ナレーションに登場するクマがプロンプトの絵にありません。
ASSET-149,FAIL,いつまた犠牲者が出るか分からない状況だったので、山に入らないでほしいとも呼びかけ続けました。,呼びかける人・犠牲者,該当なし,呼びかける人と、犠牲者になり得る人が描かれていない,掲示板とロープだけでは、ナレーションに出る人物と呼びかける行為を描けていない。
ASSET-157,FAIL,とはいえ、町の人の安心のため、問題となった個体を駆除すべく動きます。,町の人・問題のクマ・駆除に動く人,該当なし,町の人、問題となったクマ、駆除に動く人が描かれていない。,町から山へ向かう風景だけで、ナレーションに出る人物とクマが見えない。
ASSET-158,FAIL,計画では、ハンター5、6人が山でクマの足跡を探し追跡。,ハンター・クマ,"Exactly six full-body Japanese hunters walking toward the viewer in a loose staggered line, heads bent to scan the ground",クマが描かれていない,ナレーションに登場するハンター6人は描かれているが、クマは足跡だけで代替されている。
ASSET-159,FAIL,もしクマを見つけた場合は、その場で駆除。,ハンター・クマ・駆除,木立の奥の遠いヒグマを双眼鏡で見つけ、身構えるハンター（CHAR-05）。,その場でクマを駆除する場面,ハンターとクマは描かれていますが、ナレーションの主題である駆除は描かれていません。
ASSET-160,PASS,見つからなければ、箱わなを設置して様子を見る手はずでした。,ハンター・箱わな,"A full-body Japanese local hunter in his 60s ... He points to his right with his right thumb over his shoulder ... An empty steel box trap with its door raised open, set beside a gravel mountain road",,様子を見る手はずのハンターと、山道脇に設置された箱わなが描かれている。
