id,title,view_count,upload_date,duration,channel,elapsed_days,views_per_day,included,exclusion_reasons,published_mark,own_row,own_title,match_basis,source_file,sha256
mS0N-BSOvNg,これが「DQNの川流れ」玄倉川水難事故1999年【アニメで解説】,1678219,20260308,1718,生きて山から帰るには【山岳遭難解説】,188,8926.696808510638,True,[],,,,,video_full_default_mS0N-BSOvNg.json,6c98df784acd982ddb813059342d9d15b712829477632df5ccfd70f031a7e4ff
EacDBZk-RKI,「さようなら」人生最初で最後の登山 福島県女子師範学校修学旅行1926年【地図とアニメで解説】,1676356,20250413,1186,生きて山から帰るには【山岳遭難解説】,517,3242.468085106383,True,[],,,,,video_full_default_EacDBZk-RKI.json,794bb6efc91be9052f7493bb3992da211a0e47ccb6c18d8d468373fd777615f0
iv0JvZEF8lE,開始わずか30分…準備不足で分かれた生死 奥多摩遭難事故【地図とアニメで解説】,1667850,20250622,1685,生きて山から帰るには【山岳遭難解説】,447,3731.2080536912754,True,[],,,,,video_full_default_iv0JvZEF8lE.json,24fbfffa08fd5dc3a00e7a8d2cf9e697536cc38e17380ea065283f68d867b147
6RRPDM1QiU4,山頂で豚汁！「大丈夫、行こう！」10人中8人死亡 1989年10月立山遭難事故【地図とアニメで解説】,1629430,20251102,1310,生きて山から帰るには【山岳遭難解説】,314,5189.267515923567,True,[],既出,20,"10人中8人が帰らぬ人に、、生き残った2人だけが持っていた""あるもの""、、1989年 立山中高年大量",1989年立山、10人中8人死亡,video_full_default_6RRPDM1QiU4.json,f4a3b9978619b4346940028b22455d6a0f3e4624f2373de3441531415261f012
TKqmNYB1ozk,植村直己はなぜ戻らなかったのか マッキンリー遭難事故1984年【地図とアニメで解説】,1564596,20251228,1201,生きて山から帰るには【山岳遭難解説】,258,6064.325581395349,True,[],,,,,video_full_default_TKqmNYB1ozk.json,078a9ed024ff1e9c6996c331f7b80ae61537ae96c2f5ab81fdd58142a8410a51
c3T9OgIsVZo,親友が目の前で…中学2年生遠足登山 木曽駒ヶ岳大量遭難事故1913年(大正2年) 【地図とアニメで解説】,1563880,20240210,2162,生きて山から帰るには【山岳遭難解説】,945,1654.899470899471,True,[],,,,,video_full_default_c3T9OgIsVZo.json,d4858e7cf0da3cfd579c09102f813427cb1b8764c7fb97cbf1f5ce17da80b9f6
JWx6LoMj-CI,ベテラン同士で結成した8名の登山パーティー。一人の身勝手な行動で最悪の結末に…「幌尻岳遭難事故」【地形図から解説】,1540631,20230718,514,山岳遭難ファイル,1152,1337.353298611111,True,[],,,,,video_full_default_JWx6LoMj-CI.json,557c6f8d924e4a7826924353d3074df634485c610d44cfcd6bdf94857da07ddc
fbuT8TAiQbI,母の目の前で…絵描き山ガールの過ち…奥多摩滑落事故2003年【地形図とアニメで解説】,1506614,20240128,1304,生きて山から帰るには【山岳遭難解説】,958,1572.6659707724425,True,[],,,,,video_full_default_fbuT8TAiQbI.json,21ea1d43b10cae6472c4f6f2d96a082b7e5ac5da8c895881a21c6748f468c037
Ag3umfuDRlQ,ガイドの忠告ムシ。無意味な下見で児童8人遭難 富士山小学生遭難事故2023年 【地図とアニメで解説】,1492299,20250601,1142,生きて山から帰るには【山岳遭難解説】,468,3188.673076923077,True,[],,,,,video_full_default_Ag3umfuDRlQ.json,df48ec07c17840606aec64bd1a1dc0d7fd637029332e8d9965a0ed19a3a1d360
j-IlplmC-WM,250m滑落、決死の救助は裁判へ…富士山滑落事故2013年【地図とアニメで解説】,1456262,20240421,1478,生きて山から帰るには【山岳遭難解説】,874,1666.2036613272312,True,[],既出,25,冬の富士山で4名がロープで体を繋ぎ、1名が足を滑らせた結果...「2013年 富士山同時滑落事故」【,2013年12月富士山滑落事故,video_full_default_j-IlplmC-WM.json,1bd63d9a3955052d7f3ab1d690666bc7fe879a981a680eea5cd840e9b3d0fa9f
0AcEQxhhZ-M,ビル3階分転落判断を誤った24歳…八ヶ岳滑落事故2023年【地図とアニメで解説】,1448630,20240303,1215,生きて山から帰るには【山岳遭難解説】,923,1569.4799566630552,True,[],,,,,video_full_default_0AcEQxhhZ-M.json,a334a9e77f383632e4d0f6f3e4bd40cb7382aaa7bc0eb39f7c3080779a5796cc
1EYlSWlr100,虚偽の届け出を提出し、雪山登山に挑んだ高校山岳部→5人遭難し、最悪な結末に…「岩木山遭難事故」【地形図から解説】,1419990,20230913,1009,山岳遭難ファイル,1095,1296.7945205479452,True,[],既出,23,冬山を甘く見て、雪山登山に挑んだ高校山岳部…5人遭難し、最悪な結末に…「1964年岩木山遭難事故」【,岩木山の高校山岳部5人遭難,video_full_default_1EYlSWlr100.json,fe627336ed8cb47f85ad35d845c1728d245000e03034d6ec756d2a8953750fc2
y0jpFluYmO0,「先生、助けて」入念に準備したはずの学校行事で起こった大惨事。総勢55名の集団登山で…「西穂高岳高校生遭難事故」【地形図から解説】,1389953,20231111,1187,山岳遭難ファイル,1036,1341.653474903475,True,[],,,,,video_full_default_y0jpFluYmO0.json,c28e070bb9c354f1881b5f3b0480e5daa33b3537fa6a334615185d1ccf3f601d
r9N3YvEDm3o,【ダーウィン賞】「あ、滑る」カメラが映す最期の瞬間 ニコ生主富士山滑落2019年 【地図とアニメで解説】,1363374,20241110,1290,生きて山から帰るには【山岳遭難解説】,671,2031.8539493293592,True,[],,,,,video_full_default_r9N3YvEDm3o.json,9fb85c6df5368797ca0208202706347031ca5e2066a84839e4c10c936765ff2f
syCLM6Ft1fs,北アルプス史上最悪の大量遭難。雪山で”あるミス”を犯した13人の大学生の悲劇とは…。「薬師岳遭難事故」【地形図から解説】,1349824,20230529,715,山岳遭難ファイル,1202,1122.981697171381,True,[],,,,,video_full_default_syCLM6Ft1fs.json,e5836412e1d50cb7bd079f8043dff2cce262e717a0d76d136b8777a4df711360
NzUTwvl29_4,衝撃 世界トップクライマー平出和也さんとは…K2西壁遭難事故2024年【地図とアニメで解説】,1340950,20241027,1326,生きて山から帰るには【山岳遭難解説】,685,1957.5912408759125,True,[],,,,,video_full_default_NzUTwvl29_4.json,b8ee0120b77e3b5fb683723b2d91d9a1d2848a43f0f00411514a2579fb1bf9a8
9ULmIMBDfEU,【韓国人登山者】日本の山はガイド不要…檜尾岳遭難事故2013年 【地形図とアニメで解説】,1310931,20240217,1206,生きて山から帰るには【山岳遭難解説】,938,1397.5810234541577,True,[],,,,,video_full_default_9ULmIMBDfEU.json,d969d35453187d322cd4ac5373cd31e7109f2292f1dddc40fe76bd9d2fb0d498
qyKzxwqfhrg,2000年以降最大犠牲者数の悲劇 教員3名実刑判決 那須雪崩事故2017年【地図とアニメで解説】,1288367,20240320,1598,生きて山から帰るには【山岳遭難解説】,906,1422.0386313465783,True,[],既出,22,「息子を返して！」教師の判断で登山中の高校生55名が被害に…国内最大級の雪崩事故の真相とは！？ 20,2017年那須雪崩。snapshot_2026-09-07.jsonの同一自作タイトルで欠落末尾を確認,video_full_default_qyKzxwqfhrg.json,127489d4b9d3c38b6879f178f3d3f34d21a856d293203ab23a152726e3c19a58
oT2GLkV_K2Q,先に下山する…鹿を追い消えた夫。国見岳遭難事故2022年【地形図とアニメで解説】,1213492,20240428,2160,生きて山から帰るには【山岳遭難解説】,867,1399.6447520184545,True,[],既出,7,【山の遭難事故】夫が行方不明に…奥さんの驚愕の行動とは！？国見岳、山岳遭難ストーリー,国見岳で夫が行方不明となる事故,video_full_default_oT2GLkV_K2Q.json,94cad1b54710ee27723b444e1fa57500b5e33d2a82bf36d79535004615dceba3
lGO2jlnVRrA,救助は「職務」か「善意」か？判例が示した答え 積丹岳遭難事故2009年【地図とアニメで解説】,1204820,20240721,1976,生きて山から帰るには【山岳遭難解説】,783,1538.7228607918264,True,[],,,,,video_full_default_lGO2jlnVRrA.json,3957654ed244b549af0c4d29bd1db7bcc47661afb3c0607dddd796f4216a737b
hGcjTb_a2OQ,仲間は即死、死を前に家族へ遺した2000文字の言葉…北大山岳部遭難事故1965年【地図とアニメで解説】,1193330,20231212,1214,生きて山から帰るには【山岳遭難解説】,1005,1187.3930348258707,True,[],,,,,video_full_default_hGcjTb_a2OQ.json,314b01d03d65496f93fe0c49abf6027303f8cb7d54ec3a99e43ffe55b2e312e5
4YkqrNFxzFQ,ベテランの暴走が招く最悪の結末8人中3人死亡… 幌尻岳遭難事故2017年【地図とアニメで解説】,1184418,20240104,1223,生きて山から帰るには【山岳遭難解説】,982,1206.1283095723015,True,[],,,,,video_full_default_4YkqrNFxzFQ.json,837c189b148df69f56ae7c901265cfd7f3e1237b66a2a33a641752372ee5dfad
OcfkiijaP7E,装備なし 経験なし 度胸あり!初心者迷惑登山 穂高連峰2021年6月【地図とアニメで解説】,1175173,20241124,1332,生きて山から帰るには【山岳遭難解説】,657,1788.695585996956,True,[],,,,,video_full_default_OcfkiijaP7E.json,cca26fc981fed1f39750e36e69e9f265ca441f5b07674f6823490bbe750fc0a8
nXVXgLJYemE,ほとんどが初心者で構成された52名の登山サークル。山の”あるルール”を破った結果…「大杉谷遭難事故」【地形図から解説】,1168736,20230927,645,山岳遭難ファイル,1081,1081.1618871415355,True,[],,,,,video_full_default_nXVXgLJYemE.json,4c24857c9485cf62cc8b11ffea32f4fe7d276ae24b8db018d5383949a403f505
QuAPqsepDLk,絶望…友を救うための最後の賭け 弥山遭難事故2022年【地図とアニメで解説】,1165012,20241005,1869,生きて山から帰るには【山岳遭難解説】,707,1647.8246110325317,True,[],既出,5,下山時に『謎の道標』を目撃した60代女性2名の末路… 大峰山系・弥山 遭難事故【地形図とアニメで解説,2022年弥山、道標で道を誤った女性2名。自作Scripts/2022年弥山遭難事故.mdも参照,video_full_default_QuAPqsepDLk.json,228c9185c1fa291f0fab2dffd27ee68b43e5d1ad2f265a83e9991f7f5e3e29d6
358SYpm2_n0,忠告無視…医師たちの結末…朝日岳遭難事故2023年10月 【地図とアニメで解説】,1151368,20240407,1461,生きて山から帰るには【山岳遭難解説】,888,1296.5855855855855,True,[],,,,,video_full_default_358SYpm2_n0.json,d74cd11de61721f2945a164c05fe484b1ce315e279d04cd9b3444af4bcb976a6
mKz4EZsH8Yg,「逃げろ、逃げろ！」富士山で起きた予測不能の山岳事故。登山者めがけて大量の岩が降り注ぎ…「富士山大規模落石遭難事故」【地形図から解説】,1148015,20230825,519,山岳遭難ファイル,1114,1030.5341113105924,True,[],,,,,video_full_default_mKz4EZsH8Yg.json,aa3f2bfdff7a0d1345288dfce13be79317e17d38b411846e01fb272badb1d11a
nK8mwMpgHM0,一般登山者による国内最大の大量遭難。悲劇はなぜ起こったのか…「富士山大量遭難事故(1972年)」【地形図から解説】,1055077,20230502,493,山岳遭難ファイル,1229,858.4841334418226,True,[],既出,21,「明日は仕事だから下山しないと…」続々と消える仲間たち…猛吹雪の中、強行突破した男達の末路…1972,1972年富士山。snapshot_2026-09-07.jsonの同一自作タイトルで欠落末尾を確認,video_full_default_nK8mwMpgHM0.json,8120740471ac37e1b88d3cbf08a9032aa3501639997d3989ba913b2aa8e057dc
YiBc6N4-TcE,絶体絶命の危機からの生還…白山遭難事故2019年2月 【地形図とアニメで解説】,1048215,20240512,1946,生きて山から帰るには【山岳遭難解説】,853,1228.8569753810082,True,[],,,,,video_full_default_YiBc6N4-TcE.json,7b9825331453d6f4d7021f25b80922dcd45b6347d2011c6d6d80b66b78f210c5
WEcAvtPWKa0,カセットテープから流れる死者の声 旭岳SOS遭難事故1989年【地形図とアニメで解説】,1036487,20240505,1768,生きて山から帰るには【山岳遭難解説】,860,1205.2174418604652,True,[],,,,,video_full_default_WEcAvtPWKa0.json,a56dd17ddff977fbc330fd2f1174f360c2f604413dd57b8fc92d49b05a301cb4
BesiDYOCnvw,わかっていたのに…43人死亡。雲仙普賢岳噴火1991年6月,1020301,20260405,1433,生きて山から帰るには【山岳遭難解説】,160,6376.88125,True,[],,,,,video_full_default_BesiDYOCnvw.json,304d845761d8d7761635d726267e0368abb6463d7b88695668c97d7294e1b914
RFqoR84-CfI,「もういいよ…私ここで死ぬから」 ボゴダ峰転落事故1981年【地図とアニメで解説】,1006954,20250420,1254,生きて山から帰るには【山岳遭難解説】,510,1974.4196078431373,True,[],,,,,video_full_default_RFqoR84-CfI.json,cc881641b0b8a0263d19a246172d48a019e4035580871d1d9bb64dc1b6836304
0tkki4y62hk,「理解できない」浮きあがるリュック 屋久島遭難事故2017年【地図とアニメで解説】,1003980,20240825,1351,生きて山から帰るには【山岳遭難解説】,748,1342.2192513368984,True,[],,,,,video_full_default_0tkki4y62hk.json,03d34d00894e8f3620a71397ba274b4ff9d01d626f2393a2d8a908913429cb34
NIgMKsWeE0A,「ハイキング♪」小学生も登る山で何故…沢口山遭難事故2010年 【地形図とアニメで解説】,981175,20240520,1237,生きて山から帰るには【山岳遭難解説】,845,1161.1538461538462,True,[],,,,,video_full_default_NIgMKsWeE0A.json,45476388c4f709ecc122a7489e4f675a8d3ef83caebfa51246226d49351e74f6
4V61Mabp3kI,「助けられなかった…」友が目の前で…羅臼岳クマ襲撃事件2025年【地図とアニメで解説,979136,20251012,1311,生きて山から帰るには【山岳遭難解説】,335,2922.7940298507465,True,[],既出,10,【山岳遭難事故】クマスプレーでも止まらない、、4度の襲撃 2025年 羅臼岳ヒグマ襲撃事件,2025年羅臼岳クマ襲撃事件,video_full_default_4V61Mabp3kI.json,b970f68328fd452d09ec09c351cdc5270fb043c572e48e5379c94c72485c3327
QoDePWvbMA8,狙いは単独登山者 交わす挨拶血まみれの鉈… 奥多摩強盗遭難事件2005年5月【地図とアニメで解説】,957429,20241117,1356,生きて山から帰るには【山岳遭難解説】,664,1441.9111445783133,True,[],,,,,video_full_default_QoDePWvbMA8.json,1cb5f85c6b354b040b58f0004190bf1ed4032dbc4ae150f55ded44a5f025439c
RnYIPt3fifc,【十勝岳噴火】噴火25分で、死者・行方不明144人。1926年5月24日 十勝岳大正泥流【地図とアニメで解説】,910595,20260524,1234,生きて山から帰るには【山岳遭難解説】,111,8203.558558558558,True,[],,,,,video_full_default_RnYIPt3fifc.json,8c22a118a26da85bca33c97cada69de49b4235cffe8252b7e775b3f522beb331
Zvk6jYZLwqQ,エリート弁護士を襲う地獄の連鎖 2025年5月霞沢岳遭難事故【地図とアニメで解説】,900026,20251221,2148,生きて山から帰るには【山岳遭難解説】,265,3396.324528301887,True,[],,,,,video_full_default_Zvk6jYZLwqQ.json,f2d05e7f61514c072e9ebe9b2fa9430337127a650e17bcd8b556c4d6362aa97d
JD_k-cG-nLM,「助けて」霧の中の叫び 不帰嶮遭難事故2023年【地図とアニメで解説】,864808,20240818,1495,生きて山から帰るには【山岳遭難解説】,755,1145.441059602649,True,[],,,,,video_full_default_JD_k-cG-nLM.json,4a327bb90e0e9aff077206afd82bcf9d774c73c5f5db9e3573eb7964e40d7953
cKZyPFXNVOA,－12℃の強風 バッテリー全滅 道迷いの心理 四阿山遭難事故2023年1月【地形図とアニメで解説】,861896,20241201,1507,生きて山から帰るには【山岳遭難解説】,650,1325.993846153846,True,[],,,,,video_full_default_cKZyPFXNVOA.json,772b5810ff08e1bd993ef9f33e75c858a4b0be3d61d2e7fc7918aef3ff91dca1
nPMtWHRi9-k,【山中置き去り】台風 クレーム ガン無視ツアー羊蹄山遭難事故1999年9月 【地形図とアニメで解説】,857756,20250126,1481,生きて山から帰るには【山岳遭難解説】,594,1444.03367003367,True,[],,,,,video_full_default_nPMtWHRi9-k.json,58fcf2910aa68ecce83cbe8551816cb5bc67ba0224a42a504a6680639b8a9d18
dKV0I-yM77o,初心者向けと言われる低山で起こった遭難。消息不明となり、発見されたのは24日後…「六甲山遭難事故(2006年)」【地形図から解説】,830717,20230804,509,山岳遭難ファイル,1135,731.9092511013216,True,[],既出,24,持ち物は焼肉のタレと水のみ…3日後に意識を失った結果…2006年六甲山遭難事故【地形図から解説】,2006年六甲山遭難、24日後発見,video_full_default_dKV0I-yM77o.json,a9d3c7ee22f4f3423721e71b0bf8afd7ea7da5c067682ce790ef240d20bf5feb
AUzINa24Ys0,あの時 止めていれば…延べ400人24日間の後悔 六甲山遭難事故2006年【地図とアニメで解説】,823344,20241103,1280,生きて山から帰るには【山岳遭難解説】,678,1214.3716814159293,True,[],既出,24,持ち物は焼肉のタレと水のみ…3日後に意識を失った結果…2006年六甲山遭難事故【地形図から解説】,2006年六甲山遭難,video_full_default_AUzINa24Ys0.json,30235df829fc0c07d73a745a55dbf2c02ca6374e906ff452dfd43c561c5e64e5
fK3RRR_O7Cg,引率教師3名を含む37名が、中学校の登山行事で大量遭難。夏山で生徒が次々と倒れていき…「木曽駒ヶ岳遭難事故」【地形図から解説】,772287,20230812,972,山岳遭難ファイル,1127,685.2590949423247,True,[],,,,,video_full_default_fK3RRR_O7Cg.json,386cb8ede866dd06a379bafc19b41bb04a439c477cb2828c219bbe09f9f8caca
q_WGaS5hdTA,地図なし雨具なし下調べなし 登山歴15年の塔ノ岳遭難事故（2022年8月）【地図とアニメで解説】,769847,20250921,1114,生きて山から帰るには【山岳遭難解説】,356,2162.491573033708,True,[],,,,,video_full_default_q_WGaS5hdTA.json,de3aac6f96097fba7e300adea6280fec26a57bca9111ac33a9e66de22037e667
PVazrIVigOA,【7日間】信じ続けた仲間が掘り当てる奇跡 大山遭難事故【地図とアニメで解説】,766333,20240630,1722,生きて山から帰るには【山岳遭難解説】,804,953.1504975124378,True,[],,,,,video_full_default_PVazrIVigOA.json,361d4423e7f5d9b80342f7504ef783e5028b586da0ca611ffc9c7250821e5127
RxB-lSwMM5w,雪に埋もれた5人、楽しい冬キャンプのはずが… 氷ノ山遭難事故2021年【地図とアニメで解説】,761968,20250824,1401,生きて山から帰るには【山岳遭難解説】,384,1984.2916666666667,True,[],,,,,video_full_default_RxB-lSwMM5w.json,216deff2c93301f01faffc58e6a31c3d557feb1959979e3ac2b8eefa48d99686
HiS3tqrpBfc,置き去り、自殺…一人ずつ、全滅。スコット隊南極遭難1912年【地図とアニメで解説】,747447,20260208,1572,生きて山から帰るには【山岳遭難解説】,216,3460.402777777778,True,[],,,,,video_full_default_HiS3tqrpBfc.json,f8310266c54d5d0972ace39184f48ca1638b6574e96b07499c89cedf0de9e618
P9HD0gaElgM,標高7000m、10㎝の岩壁で生き残る。2002年10月ギャチュン・カン【地図とアニメで解説】,740918,20260816,1791,生きて山から帰るには【山岳遭難解説】,27,27441.40740740741,True,[],,,,,video_full_default_P9HD0gaElgM.json,81f2e255a71bb6cbadd7f94933ba39d8e97e2dad3726333b6f9d6749b1a4dcc4
nvpLoxKhoqg,なぜ！？止められなかった狂気の登山…1965年5月東京農業大学ワンダーフォーゲル部事件【地図とアニメで解説】,737323,20241208,1337,生きて山から帰るには【山岳遭難解説】,643,1146.692068429238,True,[],,,,,video_full_default_nvpLoxKhoqg.json,a68e8c12d336070ecd756a66d0e786415843691fdf710ceb0ee6c8e8f6c0f5b0
G3F3av4u8vA,厳冬期富士山、極限の12時間…富士山遭難事故2009年12月【地図とアニメで解説】,733165,20241215,1289,生きて山から帰るには【山岳遭難解説】,636,1152.7751572327045,True,[],,,,,video_full_default_G3F3av4u8vA.json,2aaa606d7d9485429be568c993c41f4721861f4b60938221c9b2becedfbf9112
TEpjBVNJUoE,市が新しく設置した登山道の標識。その分岐で登山者2名が遭難し、ついに捜索打ち切りに…「弥山遭難事故」【地形図から解説】,729784,20240121,1330,山岳遭難ファイル,965,756.2528497409327,True,[],既出,5,下山時に『謎の道標』を目撃した60代女性2名の末路… 大峰山系・弥山 遭難事故【地形図とアニメで解説,概要欄2022年弥山・新設道標・登山者2名,video_full_default_TEpjBVNJUoE.json,9fb2514492149a82a5e3b00fe3e716c568d3bc82889b85b8c30d8d858a5c33d8
cHmUCsRFHgQ,ベテランの傲慢「遭難するとは思わなかった」乳頭山遭難事故2005年 【地図とアニメで解説】,725688,20250525,1244,生きて山から帰るには【山岳遭難解説】,475,1527.7642105263158,True,[],,,,,video_full_default_cHmUCsRFHgQ.json,98bb776737772bd515b6835418b38b396c6584273ebdf673b2ea5a7d48de886f
xpcouM_qqGQ,登山ツアーガイドの判断が招いた結末…。ガイドが罪に問われた国内初の遭難事故「羊蹄山遭難事故」【地形図から解説】,706891,20230626,545,山岳遭難ファイル,1174,602.1218057921635,True,[],,,,,video_full_default_xpcouM_qqGQ.json,60887330959223cd9de45f85dc47ab95404ec55a0e4ba0e6c66cec6906c5557a
e5sgqeqDp7E,中高年の登山ブームで起こった悲劇。吹雪の中、意識朦朧のメンバーが出ても下山せず…「立山中高年大量遭難事故」【地形図から解説】,695405,20230509,402,山岳遭難ファイル,1222,569.0711947626842,True,[],既出,20,"10人中8人が帰らぬ人に、、生き残った2人だけが持っていた""あるもの""、、1989年 立山中高年大量",立山中高年大量遭難事故,video_full_default_e5sgqeqDp7E.json,7148965458e1835f61dc6eabac5fbf46b49ff1097ce47d1234809453070369a3
fEyy_lT5S-g,腹痛、居眠り… 宙に浮かび消えたリーダー富士山滑落事故1992年12月【地図とアニメで解説】,694446,20250302,1384,生きて山から帰るには【山岳遭難解説】,559,1242.3005366726297,True,[],,,,,video_full_default_fEyy_lT5S-g.json,1d3d4598b1f597559f572ad93d156637c1064adb33d115779cf7f2b02a054c4d
kYJd92ijblU,【なぜ？】高齢登山者大量遭難…麻綿原高原遭難事故2003年【地図とアニメで解説】,692487,20250720,1308,生きて山から帰るには【山岳遭難解説】,419,1652.7136038186156,True,[],,,,,video_full_default_kYJd92ijblU.json,c79396d650b34817dc00c6dcc19726a6931e078eed20ac469a24365b4c91fb95
BfwqwCUwUOo,巨岩の雨で12人死亡。生死を分けた行動 富士山大規模落石事故1980年8月【地図とアニメで解説】,687397,20240530,1286,生きて山から帰るには【山岳遭難解説】,835,823.2299401197605,True,[],,,,,video_full_default_BfwqwCUwUOo.json,44dacba58b93abfa2f8fbdac20b647240ef935198d1ad0abcfa49a9cc058d15a
