id,title,view_count,upload_date,duration,channel,channel_id,webpage_url
WjQ2ScCdy-g,クマより怖い…被害者急増中。庭にもいる致死率30%の虫。マダニ感染事例【地図とアニメで解説】,104882,20251207,1283,,,https://www.youtube.com/watch?v=WjQ2ScCdy-g
uePcLYDDap4,【広告なし】睡眠・作業用遭難事例4選⑥,,20251206,6738,,,https://www.youtube.com/watch?v=uePcLYDDap4
tYuDPC82lJc,わかっているのに戻れない…人はなぜ「死」を選ぶのか？ 2025年総集編①【遭難心理学特集】,170329,20251206,8680,,,https://www.youtube.com/watch?v=tYuDPC82lJc
-TvXOgK3Zak,広告なし【スミレの朗読】『白』(芥川 龍之介),,20251204,1685,,,https://www.youtube.com/watch?v=-TvXOgK3Zak
foknQgsMAnQ,「裸足の遺体」…あまりに悲しい最期。2015年高尾山滑落事故【地図とアニメで解説】,674223,20251130,934,,,https://www.youtube.com/watch?v=foknQgsMAnQ
DkOvNzpEZGw,届かぬ絶叫！1人の遭難で4人死亡… 2000年浅草岳雪崩事故【地図とアニメで解説】,181478,20251123,1037,,,https://www.youtube.com/watch?v=DkOvNzpEZGw
rGSbXrU3cd4,無計画な初心者、30人道迷い、落雷、骨折…シニア登山の闇…【高齢者遭難4選】,151433,20251122,5354,,,https://www.youtube.com/watch?v=rGSbXrU3cd4
axxVIBgFLFQ,「走ってはダメ！」小4女児が崖へ…1987年美の山公園えんそく事故【地図とアニメで解説】,264388,20251116,925,,,https://www.youtube.com/watch?v=axxVIBgFLFQ
r1C-GMRhhQE,「ごめんね…」姉の決断、最後の言葉 2006年10月白馬岳遭難事故【地図とアニメで解説】,645725,20251109,1043,,,https://www.youtube.com/watch?v=r1C-GMRhhQE
_i1fZZ4cP0A,広告なし【スミレの朗読】『檸檬』『路上』(梶井 基次郎),,20251103,2078,,,https://www.youtube.com/watch?v=_i1fZZ4cP0A
6RRPDM1QiU4,山頂で豚汁！「大丈夫、行こう！」10人中8人死亡 1989年10月立山遭難事故【地図とアニメで解説】,1629430,20251102,1310,,,https://www.youtube.com/watch?v=6RRPDM1QiU4
KMxuMIg3Qac,日帰りのはずが…10日後、川で発見… 大武蔵山遭難事故2019年【地図とアニメで解説】,245924,20251026,1032,,,https://www.youtube.com/watch?v=KMxuMIg3Qac
6flUlHxRO6g,標高8000m、紫外線に焼かれた目…ナンガパルバット遭難事故2018年【地図とアニメで解説】,371138,20251019,1223,,,https://www.youtube.com/watch?v=6flUlHxRO6g
Nsmv3wF005E,母の目の前で…絵描き山ガールの過ち…奥多摩滑落事故2003年【滑落遭難4選】,144611,20251013,5103,,,https://www.youtube.com/watch?v=Nsmv3wF005E
ydoKlPR_zVg,広告なし【スミレの朗読】『走れメロス』(太宰 治),,20251006,1551,,,https://www.youtube.com/watch?v=ydoKlPR_zVg
4V61Mabp3kI,「助けられなかった…」友が目の前で…羅臼岳クマ襲撃事件2025年【地図とアニメで解説,979136,20251012,1311,,,https://www.youtube.com/watch?v=4V61Mabp3kI
amavUqIXaQ8,「娘をお願いします…」アンダーパス水没…岐阜県豪雨災害2010年【地図とアニメで解説】,321794,20251011,947,,,https://www.youtube.com/watch?v=amavUqIXaQ8
64oeSyB7-i8,テント＝食料！クマのビュッフェ会場に…太郎平キャンプ場クマ襲撃事件2025年8月【地図とアニメで解説】,275240,20251005,1109,,,https://www.youtube.com/watch?v=64oeSyB7-i8
CJstS1SoqOg,【広告なし】睡眠・作業用朗読集①,,20250930,4302,,,https://www.youtube.com/watch?v=CJstS1SoqOg
fYQduVkX4vo,「安全なはずのハシゴで滑落」なぜここで？涸沢岳滑落事故1994年【地図とアニメで解説】,386941,20250928,1098,,,https://www.youtube.com/watch?v=fYQduVkX4vo
zT_y8xyNfBo,【広告なし】睡眠・作業用遭難事例4選⑤,,20250921,6642,,,https://www.youtube.com/watch?v=zT_y8xyNfBo
wsh_nVII4U8,親子で低山で富士山で…迷い続ける登山者たち【道迷い遭難5選】【地図とアニメで解説】,378123,20250922,6532,,,https://www.youtube.com/watch?v=wsh_nVII4U8
q_WGaS5hdTA,地図なし雨具なし下調べなし 登山歴15年の塔ノ岳遭難事故（2022年8月）【地図とアニメで解説】,769847,20250921,1114,,,https://www.youtube.com/watch?v=q_WGaS5hdTA
nuBaxGtZ1_Q,「まだ大丈夫」のはずが…台風直撃 2人死亡トムラウシ山遭難事故2002年【地図とアニメで解説】,533384,20250914,1239,,,https://www.youtube.com/watch?v=nuBaxGtZ1_Q
B8YNoUzWYpM,広告なし【スミレの朗読】『文士の生活』(夏目漱石),,20250825,872,,,https://www.youtube.com/watch?v=B8YNoUzWYpM
XpTJ9Wby8X0,クマだ！どうする？知識がわけるクマ対応 尾瀬クマ出没事例2022-25年【地図とアニメで解説】,474281,20250831,1485,,,https://www.youtube.com/watch?v=XpTJ9Wby8X0
RxB-lSwMM5w,雪に埋もれた5人、楽しい冬キャンプのはずが… 氷ノ山遭難事故2021年【地図とアニメで解説】,761968,20250824,1401,,,https://www.youtube.com/watch?v=RxB-lSwMM5w
oTIio_7mDp4,【広告なし】睡眠・作業用遭難事例4選④,,20250815,6560,,,https://www.youtube.com/watch?v=oTIio_7mDp4
em0r_cj2KjA,悪夢のホワイトアウト。娘だけは… 北海道暴風雪事故2013年【地図とアニメで解説】,415254,20250816,1131,,,https://www.youtube.com/watch?v=em0r_cj2KjA
oMBStpvOLjo,経験が生む落とし穴…戻らなかったベテラン達…【ベテラン登山者の遭難4選】【地図とアニメで解説】,418084,20250811,5136,,,https://www.youtube.com/watch?v=oMBStpvOLjo
adNMziSOVIo,ここどこ？地図、コンパス、食料なし… 三俣蓮華岳遭難事故2023年【地図とアニメで解説】,661818,20250810,1229,,,https://www.youtube.com/watch?v=adNMziSOVIo
L7LJQvYCg_Q,わかっていても戻れない、ヒトの本能 虫明林道遭難事故2024年【地図とアニメで解説】,681208,20250803,1183,,,https://www.youtube.com/watch?v=L7LJQvYCg_Q
bF_YEesRZIM,広告なし【スミレの朗読】『遠野物語』山の人生（柳田国男）,,20250723,899,,,https://www.youtube.com/watch?v=bF_YEesRZIM
Cu5JqBRRrF8,【広告なし】睡眠・作業用遭難事例6選③,,20250724,7667,,,https://www.youtube.com/watch?v=Cu5JqBRRrF8
kTJEaSr-DKo,観光気分で登山…最悪の結末 石鎚山遭難事2014年【地図とアニメで解説】,432321,20250727,1126,,,https://www.youtube.com/watch?v=kTJEaSr-DKo
EjmclrTnUQI,【壮絶】絶望からの生還9選【地図とアニメで解説】,326060,20250726,14377,,,https://www.youtube.com/watch?v=EjmclrTnUQI
3d8vxOgRgZ8,【被害急増】いま知りたい。命を守るクマ対策 【緊急クマ特集4選】,194952,20250726,5977,,,https://www.youtube.com/watch?v=3d8vxOgRgZ8
ZUbU0Oyg3dk,広告なし【スミレの怪談】幻画廊（高嶺スミレ）,,20250720,528,,,https://www.youtube.com/watch?v=ZUbU0Oyg3dk
E3qqMv5j0sI,広告なし【スミレの怪談】妙な話（芥川龍之介）,,20250720,1095,,,https://www.youtube.com/watch?v=E3qqMv5j0sI
EzMRXlBu_RY,広告なし【スミレの怪談】夢十夜 第一夜（夏目漱石）,,20250720,642,,,https://www.youtube.com/watch?v=EzMRXlBu_RY
kYJd92ijblU,【なぜ？】高齢登山者大量遭難…麻綿原高原遭難事故2003年【地図とアニメで解説】,692487,20250720,1308,,,https://www.youtube.com/watch?v=kYJd92ijblU
TWiZ3gpcMUM,衣服は無傷…3万人焼失。生き残るための唯一の方法とは プレー山噴火1902年【地図とアニメで解説】,263248,20250719,1470,,,https://www.youtube.com/watch?v=TWiZ3gpcMUM
nejyHpMpMTo,先生を置いて行けない、早すぎた最期。スパンティーク峰滑落事故2024年7月【地図とアニメで解説】,469881,20250713,1169,,,https://www.youtube.com/watch?v=nejyHpMpMTo
kwCzZ31JGuA,逃げ場なし…誘いこまれた17人  塩見岳落雷事故2002年【地図とアニメで解説】,427271,20250706,1351,,,https://www.youtube.com/watch?v=kwCzZ31JGuA
ZVziEOwxv2I,広告なし【スミレの朗読】富嶽百景（太宰治）,,20250630,1542,,,https://www.youtube.com/watch?v=ZVziEOwxv2I
codOb1aHNlc,一瞬の判断…秋の日帰り家族登山  九州の韓国岳(からくにだけ)遭難事故2009年【地図とアニメで解説】,560424,20250629,1248,,,https://www.youtube.com/watch?v=codOb1aHNlc
iv0JvZEF8lE,開始わずか30分…準備不足で分かれた生死 奥多摩遭難事故【地図とアニメで解説】,1667850,20250622,1685,,,https://www.youtube.com/watch?v=iv0JvZEF8lE
_ZNYMA9y_Qw,【グループ登山遭難5選】大学生vsヒグマ 悲惨すぎる結末...福岡大ヒグマ事件1970年【地図とアニメで解説】,166473,20250621,6545,,,https://www.youtube.com/watch?v=_ZNYMA9y_Qw
JhJB9srj_1s,息子のため…ヒグマの生息地 北海道駒ケ岳遭難事故 2016年【地図とアニメで解説】,1842191,20250615,1494,,,https://www.youtube.com/watch?v=JhJB9srj_1s
de1q3qGp10U,【広告なし】睡眠・作業用遭難事例4選②,,20250610,6852,,,https://www.youtube.com/watch?v=de1q3qGp10U
J0FoJLjm6gs,【映画化】隠され続けたロープの欠陥、真相をめぐる20年の戦い ナイロンザイル事件1955年【地図とアニメで解説】,554540,20250608,1479,,,https://www.youtube.com/watch?v=J0FoJLjm6gs
Ag3umfuDRlQ,ガイドの忠告ムシ。無意味な下見で児童8人遭難 富士山小学生遭難事故2023年 【地図とアニメで解説】,1492299,20250601,1142,,,https://www.youtube.com/watch?v=Ag3umfuDRlQ
fiBhCx3244U,広告なし【スミレの朗読】カチカチ山（太宰治）,,20250601,1140,,,https://www.youtube.com/watch?v=fiBhCx3244U
cHmUCsRFHgQ,ベテランの傲慢「遭難するとは思わなかった」乳頭山遭難事故2005年 【地図とアニメで解説】,725688,20250525,1244,,,https://www.youtube.com/watch?v=cHmUCsRFHgQ
ndTHk_DLlIc,【広告なし】睡眠・作業用遭難事例3選①,,20250521,3732,,,https://www.youtube.com/watch?v=ndTHk_DLlIc
Fk9_S65ujK4,訓練のはずが…黒く変色した指先…宝剣岳遭難事故2024年【地図とアニメで解説】,466125,20250518,1187,,,https://www.youtube.com/watch?v=Fk9_S65ujK4
5uvAIsj-K7U,【低体温遭難4選】忠告無視、添乗員の正体…吾妻連峰遭難事故1999年9月,634635,20250517,6061,,,https://www.youtube.com/watch?v=5uvAIsj-K7U
dPHXC83FyX8,死と隣り合わせの無邪気…開始30分後…蔵王仙人沢滑落事故2009年7月【地図とアニメで解説】,407186,20250511,1091,,,https://www.youtube.com/watch?v=dPHXC83FyX8
V022WlFGahU,命を奪う死の一突き。アナフィラキシーショックで死亡…鞍掛山2024年9月他【地図とアニメで解説】,368289,20250504,1260,,,https://www.youtube.com/watch?v=V022WlFGahU
664xLYd6iyQ,15人死亡…人災と化した防災実験 川崎ローム斜面崩壊実験事故1971年【地図とアニメで解説】,408767,20250503,1148,,,https://www.youtube.com/watch?v=664xLYd6iyQ
vPQZvwpoLgE,広告なし【スミレの朗読】槍が岳に登った記（芥川龍之介）,,20250427,698,,,https://www.youtube.com/watch?v=vPQZvwpoLgE
yNVfFqLp7rA,9日間で9名死亡…止まらない“死のドミノ”奥秩父連続遭難事故 2010年【地図とアニメで解説】,1013330,20250427,1346,,,https://www.youtube.com/watch?v=yNVfFqLp7rA
Z7JIfzBF8EE,【遭難バイアス5選】カセットテープから流れる死者の声 旭岳SOS遭難事故1989年【地図とアニメで解説】,236366,20250426,7727,,,https://www.youtube.com/watch?v=Z7JIfzBF8EE
RFqoR84-CfI,「もういいよ…私ここで死ぬから」 ボゴダ峰転落事故1981年【地図とアニメで解説】,1006954,20250420,1254,,,https://www.youtube.com/watch?v=RFqoR84-CfI
EacDBZk-RKI,「さようなら」人生最初で最後の登山 福島県女子師範学校修学旅行1926年【地図とアニメで解説】,1676356,20250413,1186,,,https://www.youtube.com/watch?v=EacDBZk-RKI
gAOcel0ajCs,【理解できない】思考がバグる7日間、御池岳伝説の遭難【地形図とアニメで解説】,552681,20250406,1371,,,https://www.youtube.com/watch?v=gAOcel0ajCs
K84NBADwIvk,広告なし【スミレの朗読】雪女 （小泉八雲）,,20250405,922,,,https://www.youtube.com/watch?v=K84NBADwIvk
UZUiNMgVx4E,【自殺行為】死を招く無知 カルパチア山脈遭難事故2024年【地図とアニメで解説】,203637,20250330,1383,,,https://www.youtube.com/watch?v=UZUiNMgVx4E
8vXbAjBHI6A,【観光客1000人】バスターミナルに怒号と悲鳴 乗鞍岳クマ襲撃2009年9月【地図とアニメで解説】,446685,20250323,1358,,,https://www.youtube.com/watch?v=8vXbAjBHI6A
nlF8Pzp2eSE,540m流され200m下の谷底へ…十勝岳連峰遭難事故1994年12月 【地形図とアニメで解説】,472872,20250316,1259,,,https://www.youtube.com/watch?v=nlF8Pzp2eSE
opG5qaVZfTw,【富士山遭難4選】「あ、滑る」カメラが映す最期の瞬間...2019年 ニコ生主富士山滑落事故【地図とアニメで解説】,663394,20250315,5354,,,https://www.youtube.com/watch?v=opG5qaVZfTw
xdSzPEupzRw,【追悼】雨の山に消えた芸人…最期の瞬間 高尾山滑落事故2020年7月【地図とアニメで解説】,618142,20250309,1286,,,https://www.youtube.com/watch?v=xdSzPEupzRw
nobH4Rlf4dY,【世界最悪の人災】失われた言葉… スマトラ沖地震2004年12月 【地図とアニメで解説】,516149,20250308,1499,,,https://www.youtube.com/watch?v=nobH4Rlf4dY
fEyy_lT5S-g,腹痛、居眠り… 宙に浮かび消えたリーダー富士山滑落事故1992年12月【地図とアニメで解説】,694446,20250302,1384,,,https://www.youtube.com/watch?v=fEyy_lT5S-g
49cv_bHuFAY,【大規模遭難6選】「救助要請はしない」ヤバすぎるツアー会社。トムラウシ山遭難事故2009年【地図とアニメで解説】,365014,20250301,11736,,,https://www.youtube.com/watch?v=49cv_bHuFAY
u0BTXCHf62I,ここは任せて先に行け！カリスマリーダーの決断 阿弥陀岳遭難事故2015年2月【地図とアニメで解説】,618924,20250223,1182,,,https://www.youtube.com/watch?v=u0BTXCHf62I
8LrxqRuAjhc,救助してください♪ 逆切れ登山者大炎上 2023年至仏山 苗場山/2022年達磨山 富士山/2017年御在所岳【地図とアニメで解説】,350846,20250216,1365,,,https://www.youtube.com/watch?v=8LrxqRuAjhc
xRzetHX4Q8A,【直撃】推定50t 史上最大級の巨大噴石 阿蘇山噴火1953年4月/1958年6月/1979年9月 【地図とアニメで解説】,520543,20250209,1363,,,https://www.youtube.com/watch?v=xRzetHX4Q8A
uOSCYklhgqY,【闇深】放置遺体200以上…エベレスト大量遭難事故1996年5月【地図とアニメで解説】,2476896,20250202,1928,,,https://www.youtube.com/watch?v=uOSCYklhgqY
nPMtWHRi9-k,【山中置き去り】台風 クレーム ガン無視ツアー羊蹄山遭難事故1999年9月 【地形図とアニメで解説】,857756,20250126,1481,,,https://www.youtube.com/watch?v=nPMtWHRi9-k
nyliJOlgFBA,【視聴者実体験】謎の高齢男性との遭遇…忌み地奥多摩ズマド山遭難事故2018年【地形図とアニメで解説】,1749923,20250119,1271,,,https://www.youtube.com/watch?v=nyliJOlgFBA
DlVypKuttzY,"インバウンドの闇…違法！?バックカントリースキー 八方尾根2024年,白馬乗鞍岳2023年遭難事故【地図とアニメで解説】",395004,20250112,1292,,,https://www.youtube.com/watch?v=DlVypKuttzY
hpAm8E0b6QE,「登山は自己責任」記録的豪雪が奪う家族の未来…宝剣岳遭難事故2007年1月 【地図とアニメで解説】,255118,20250105,1479,,,https://www.youtube.com/watch?v=hpAm8E0b6QE
NFWF3YOv7mY,【遭難数ギネス記録】ヤバすぎる人食い山、死者数820超【地図とアニメで解説】,1673140,20241229,1580,,,https://www.youtube.com/watch?v=NFWF3YOv7mY
iwtKY3Z9tmI,「熱い…助けて…」辺りに響く55名悲痛の叫び…西穂高遭難事故1967年7月 【地図とアニメで解説】,2298254,20241222,2536,,,https://www.youtube.com/watch?v=iwtKY3Z9tmI
G3F3av4u8vA,厳冬期富士山、極限の12時間…富士山遭難事故2009年12月【地図とアニメで解説】,733165,20241215,1289,,,https://www.youtube.com/watch?v=G3F3av4u8vA
nvpLoxKhoqg,なぜ！？止められなかった狂気の登山…1965年5月東京農業大学ワンダーフォーゲル部事件【地図とアニメで解説】,737323,20241208,1337,,,https://www.youtube.com/watch?v=nvpLoxKhoqg
H-HmTVWaNjg,【遭難対策19選】2024年総集編 8時間超え！【地形図とアニメで解説】,278283,20241207,29874,,,https://www.youtube.com/watch?v=H-HmTVWaNjg
cKZyPFXNVOA,－12℃の強風 バッテリー全滅 道迷いの心理 四阿山遭難事故2023年1月【地形図とアニメで解説】,861896,20241201,1507,,,https://www.youtube.com/watch?v=cKZyPFXNVOA
OcfkiijaP7E,装備なし 経験なし 度胸あり!初心者迷惑登山 穂高連峰2021年6月【地図とアニメで解説】,1175173,20241124,1332,,,https://www.youtube.com/watch?v=OcfkiijaP7E
QoDePWvbMA8,狙いは単独登山者 交わす挨拶血まみれの鉈… 奥多摩強盗遭難事件2005年5月【地図とアニメで解説】,957429,20241117,1356,,,https://www.youtube.com/watch?v=QoDePWvbMA8
r9N3YvEDm3o,【ダーウィン賞】「あ、滑る」カメラが映す最期の瞬間 ニコ生主富士山滑落2019年 【地図とアニメで解説】,1363374,20241110,1290,,,https://www.youtube.com/watch?v=r9N3YvEDm3o
AUzINa24Ys0,あの時 止めていれば…延べ400人24日間の後悔 六甲山遭難事故2006年【地図とアニメで解説】,823344,20241103,1280,,,https://www.youtube.com/watch?v=AUzINa24Ys0
NzUTwvl29_4,衝撃 世界トップクライマー平出和也さんとは…K2西壁遭難事故2024年【地図とアニメで解説】,1340950,20241027,1326,,,https://www.youtube.com/watch?v=NzUTwvl29_4
cdGcBcXl9B4,1人死亡…崩落する100mの壁と岩石の雨 黒部峡谷遭難事故2011年10月 【地図とアニメで解説】,447865,20241020,1306,,,https://www.youtube.com/watch?v=cdGcBcXl9B4
KPtiAgbkpPc,【有罪】体温38.6度、生徒を死ぬまで歩かせた教師…朝日連峰高校生遭難事故1994年7月【地図とアニメで解説】,610872,20241013,1306,,,https://www.youtube.com/watch?v=KPtiAgbkpPc
QuAPqsepDLk,絶望…友を救うための最後の賭け 弥山遭難事故2022年【地図とアニメで解説】,1165012,20241005,1869,,,https://www.youtube.com/watch?v=QuAPqsepDLk
NCUA7C3dj_Y,疲労と焦りから…鮮やかなセルフレスキュー 光岳遭難事故2022年【地図とアニメで解説】,,,,,,
e0L4ji2pVPc,【SOS無視】主催者の末路は…黄河石林2021年トレランレース遭難事故【地図とアニメで解説】,,,,,,
3f68dRLjiPQ,（メンバーシップ限定）青森の風景,,,,,,
DuC_C5NVr8E,消えた人との境界…観光地のクマ 岳沢2024年、上高地2020年【地図とアニメで解説】,,,,,,
0tkki4y62hk,「理解できない」浮きあがるリュック 屋久島遭難事故2017年【地図とアニメで解説】,,,,,,
JD_k-cG-nLM,「助けて」霧の中の叫び 不帰嶮遭難事故2023年【地図とアニメで解説】,,,,,,
wXk8HEznoXc,大学生14人、無線がつなぐ命の絆…大長山遭難事故2004年【地図とアニメで解説】,,,,,,
lGO2jlnVRrA,救助は「職務」か「善意」か？判例が示した答え 積丹岳遭難事故2009年【地図とアニメで解説】,,,,,,
gSpMF7ujXuA,「助かってしまった…」7人中5人死亡 吾妻連峰1994年雪山遭難事故【地図とアニメで解説】,,,,,,
PVazrIVigOA,【7日間】信じ続けた仲間が掘り当てる奇跡 大山遭難事故【地図とアニメで解説】,,,,,,
HcpfUWh7z30,10秒で始まる悪夢。撮影で逃げ遅れも… 御嶽山噴火2014年【地図とアニメで解説】,,,,,,
BfwqwCUwUOo,巨岩の雨で12人死亡。生死を分けた行動 富士山大規模落石事故1980年8月【地図とアニメで解説】,,,,,,
NIgMKsWeE0A,「ハイキング♪」小学生も登る山で何故…沢口山遭難事故2010年 【地形図とアニメで解説】,,,,,,
YiBc6N4-TcE,絶体絶命の危機からの生還…白山遭難事故2019年2月 【地形図とアニメで解説】,,,,,,
WEcAvtPWKa0,カセットテープから流れる死者の声 旭岳SOS遭難事故1989年【地形図とアニメで解説】,,,,,,
oT2GLkV_K2Q,先に下山する…鹿を追い消えた夫。国見岳遭難事故2022年【地形図とアニメで解説】,,,,,,
j-IlplmC-WM,250m滑落、決死の救助は裁判へ…富士山滑落事故2013年【地図とアニメで解説】,,,,,,
FIRsdnF8cKE,捜索打ち切り、家族が起こす奇跡…両神山遭難事故2010年【地図とアニメで解説】,,,,,,
358SYpm2_n0,忠告無視…医師たちの結末…朝日岳遭難事故2023年10月 【地図とアニメで解説】,,,,,,
qyKzxwqfhrg,2000年以降最大犠牲者数の悲劇 教員3名実刑判決 那須雪崩事故2017年【地図とアニメで解説】,,,,,,
0AcEQxhhZ-M,ビル3階分転落判断を誤った24歳…八ヶ岳滑落事故2023年【地図とアニメで解説】,,,,,,
W-DHZU_uAtI,発見された青年…大千軒岳ヒグマ事件2023年10月【地形図とアニメで解説】,,,,,,
