id,verdict,narration,subject,evidence,missing,reason
ASSET-069,PASS,副収入を得ようとする人が一定数、毎年こうして山に入っていきます。,副収入を求めて山に入る人,キャラは既存の ASSET-069_char.png（カゴを持つ人）を使い、雪の写った背景だけ作り直す。／人を左から山道の入口へ歩かせる,,既存キャラの人物が山道の入口へ歩く姿で、ナレーションの主題を描いている。
ASSET-070,PASS,林道の入口には、「クマ出没注意」の看板。,クマ注意の看板,a yellow diamond sign on a metal post showing only a black bear pictogram and no words,,ナレーションの主題である看板がプロンプトに描かれている。
ASSET-071,FAIL,クマがよく出没する地域として知られていましたが、それでも二人は山へと足を踏み入れて行きました。,クマ・二人,"Exactly two full-body Japanese figures walking toward the viewer at a slight three-quarter angle, both faces clearly visible. / a yellow diamond sign on a metal post showing only a black bear pictogram and no words",クマ,二人は描かれていますが、クマは看板の図柄だけで、動物として絵に登場しません。
ASSET-074,PASS,山菜採りを終えた2人は、男性を先頭にして下山中でした。,男性・女性・下山,"Two Japanese foragers walk down the trail away from the camera, seen from behind: the man is several steps AHEAD, further down the trail, a Japanese man in his early 60s with short greying hair in a grey field jacket and navy trousers, a canvas bag on his shoulder; the woman follows BEHIND him, closer to the camera, a Japanese woman in her mid 40s in a MAROON field jacket and charcoal trousers with dark hair tied low, a woven basket full of wild garlic on her arm.",,男性が先頭で女性が後に続き、2人で下り道を歩く姿が描かれている。
ASSET-078,PASS,そのとき男性が持っていたのは、枝を払うためのナタでした。,男性・ナタ,a Japanese man's right hand in a grey field jacket sleeve gripping a traditional Japanese nata brush-clearing hatchet,,ナレーションに登場する男性の手と、男性が持つ枝払い用のナタが描かれている。
ASSET-079,PASS,向かってくるクマは、体長およそ2メートル。,向かってくるクマ,An adult male Hokkaido brown bear (Ursus arctos yesoensis) about 2 metres long and roughly 150 to 250 kilograms charging straight toward the camera ON ALL FOURS along a narrow forest trail,,ナレーションの主題である、こちらへ向かってくる体長約2メートルのクマが描かれている。
ASSET-080,FAIL,男性はそのナタで、クマの顔面をたたきます。,男性・クマ・顔面への打撃,ナタを持つ腕を振り下ろす方向へ1回だけ動かし、接触の手前で止める,ナタがクマの顔面に当たる瞬間,男性とクマは登場するが、接触前で止める指示のため、ナレーションの打撃が描かれていない。
ASSET-082,PASS,諦めたのかそのまま山の中へ逃げていきました。,ヒグマの逃走,"an adult brown bear on all fours, its back and rump toward the camera, bounds away uphill into dense bamboo grass and bare woods and disappears",,ナレーションの主語であるヒグマが、四つ足で山の森へ走り去る姿として描かれている。
ASSET-083,FAIL,その後、女性はすぐさま病院へと緊急搬送。,女性・緊急搬送,"No people, no figures, no humans visible.",緊急搬送される女性,救急車は描かれていますが、ナレーションの主語である女性は描かれていません。
ASSET-084,PASS,幸い肩や腕に重いけがを負いましたが、命に別状はなかったとのことです。,女性の肩と腕の負傷・生存,"Clean white bandages are wrapped around her left shoulder and upper arm, and her left arm rests in a white sling; her right hand is pressed to her chest. Tears of relief streaming down both cheeks",,ナレーションの対象である女性が登場し、肩と腕の負傷および助かった様子が描かれている。
ASSET-085,PASS,同行していた男性に関しては、大きな怪我はなかったと報告されています。,同行していた男性・大きな怪我なし,"shaken but unhurt, NOT calm, NOT smiling broadly. His clothes are dusty but he has no injury.",,ナレーションの主題である男性が、怪我のない姿で描かれている。
ASSET-086,FAIL,専門家は、男性が落ち着いてクマの動きを見て反撃し、被害を最小限に食い止めたと評価しています。,専門家・男性・クマ,A full-body Japanese female researcher in her 40s,クマと、男性がクマの動きを見て反撃する場面,研究者は描かれ、男性の絵を重ねる指示もありますが、クマと反撃の出来事は描かれていません。
ASSET-090,PASS,周辺の道にも、クマへの注意を呼びかける看板が設置されました。,クマ注意看板の設置,"A newly installed bear warning sign beside a country road along the forested hills near Ota in the Taisei district of Setana, southwestern Hokkaido, in early April early spring: a yellow diamond sign showing only a black bear pictogram and no words, on a fresh metal post;",,周辺の道に設置されたクマ注意看板が描かれている。
ASSET-091,FAIL,この地域では、山のそばに暮らす住民もクマを警戒していたとのこと。,住民・クマ,A full-body Japanese local resident man in his 70s with short white hair,クマ,住民は描かれているが、ナレーションに登場するクマはプロンプトに描かれていない。
ASSET-094,FAIL,念のため、1年前に人を襲い逃げ延びたとされるクマのDNAと照合することにしました。,襲われた人・クマ・DNA照合,She holds up one small capped sample tube in each hand side by side at eye level,1年前に襲われた人と、襲って逃げ延びたとされるクマが描かれていない。,試験管を持つ研究者は描かれているが、ナレーションに登場する人とクマがプロンプトの絵にいない。
ASSET-095,FAIL,すると、遺伝子がぴったり一致したのです。,遺伝子の一致,該当なし,遺伝子が一致した照合結果が絵に描かれていない,ナレーションに人物・動物は登場せず、プロンプトには研究者の驚いた反応と無地の紙しか描かれていない。
ASSET-096,FAIL,つまり、今回襲われた45歳の女性と、去年襲われた52歳の女性は、同じクマによる犯行ということになります。,45歳の女性・52歳の女性・クマ,A single adult male Hokkaido brown bear (Ursus arctos yesoensis) about 2 metres long and roughly 150 to 250 kilograms emerging ON ALL FOURS from the shadowed edge of a forest,45歳の女性と52歳の女性、および襲撃の場面,プロンプトに描かれるのはクマだけで、2人の女性は編集で追加する指示にとどまり、襲撃も描かれていない。
