id,verdict,narration,subject,evidence,missing,reason
ASSET-187,FAIL,なんと、20頭のうちの1頭の遺伝子が、探していたクマと一致したのです。,20頭のクマ・探していたクマ・遺伝子の一致,該当なし,遺伝子を調べた20頭のクマと、探していたクマが描かれていない。,研究者と封筒だけでは、ナレーションに登場するクマを描いたことにならない。
ASSET-191,FAIL,設置されていた箱わなにかかり、ハンターによって駆除されたとのこと。,ヒグマ・ハンター・捕獲と駆除,Inside the trap an adult male Hokkaido brown bear about 2 metres long and about 230 kilograms crouches ON ALL FOURS,駆除されたヒグマの姿,ヒグマとハンター、箱わなでの捕獲は描かれているが、ヒグマは歯をむいた生きた姿で、ナレーションが述べる駆除は描かれていない。
ASSET-196,PASS,せたな町の担当者は、春先は雪解けが早く餌のある海側で過ごし、夏に内陸へ移ったのではないかと分析しています。,町の担当者・クマ,"A full-body Japanese male town official in his 40s with short black hair, a navy work jacket, a light blue shirt, grey trousers and black shoes」「矢印の先に096のクマを小さく切り抜いて置く」",,ナレーションに登場する町の担当者とクマの両方が、キャラ画像と編集で配置する切り抜きに描かれる。
ASSET-197,PASS,こうして2015年4月23日、公式にDNAが一致したという鑑定結果を公表。,DNA一致の公表,"He holds a plain brown envelope up at shoulder height in his right hand, eyebrows raised high, eyes wide and shining, mouth open as he announces loudly",,鑑定結果の公表を、封筒を掲げて発表する町の職員として描いている。
ASSET-198,FAIL,せたな町は、正式に実施していたクマの捜索を打ち切りとなり、,せたな町・クマ・捜索打ち切り,"a Japanese hunter in a blaze-orange vest and orange cap, seen only from behind, walks into the frame, lifts one of the packed backpacks from the folding table onto his shoulder, picks up the coil of rope and walks slowly away down the road",クマが描かれていない。,捜索を終えて去るハンターは描かれているが、ナレーションに出るクマは登場しない。
ASSET-199,PASS,町長も「正直、今年も事故が起きるのではと不安だった。ほっとした」と語っています。,町長・安堵,"He wipes his forehead with a white handkerchief in his right hand and presses his left hand to his chest, eyebrows slanted upward, eyes squeezed shut with tears of relief at the corners, mouth open in a long relieved sigh",,ナレーションに登場する町長が描かれ、不安が解けて安堵する心情も表情と動作で表されている。
ASSET-200,FAIL,住民も、裏山の畑に行くときまで警戒していたと話し、クマがすでに駆除されていたと知って安堵したとのことでした。,住民・クマ,A full-body Japanese local resident man in his 70s with short white hair,駆除されたクマが描かれていない。,住民の安堵は描かれているが、ナレーションに登場するクマがプロンプトの絵にいない。
ASSET-207,PASS,しかし、保管されていたDNAとの照合から、同一個体だと見て間違いなさそうです。,DNA照合・同一個体,two gloved hands in white lab-coat sleeves slide the two capped sample tubes closer together until they stand side by side on their white cards,,同一個体という結論を、保管試料と照合試料を並べる象徴的な映像で示している。
ASSET-208,PASS,この結果を知った現場のハンターは、「せたな町、今金町とも密に情報交換していれば、もっと早く地元の不安を取りのぞけていた」と語っていました。,現場のハンター・情報交換への後悔,"He holds an open plain folder in his left hand and clenches his right fist trembling at his side, eyebrows pulled together and slanted steeply upward, eyes screwed shut with tears of frustration at the corners, teeth clenched and bared, deeply regretful and frustrated, NOT calm, NOT smiling.",,ナレーションに登場する人物はハンターであり、資料を持って後悔する姿が描かれている。
ASSET-210,FAIL,専門家の釣賀一二三（つるが ひふみ）室長は、「山に入るときはクマへ人の存在を知らせることが重要」,釣賀室長・山に入る人・クマ,A full-body Japanese female researcher in her 40s,山に入る人とクマが描かれていない,釣賀室長は描かれているが、ナレーションに出る山に入る人とクマはプロンプトに登場しない。
ASSET-211,PASS,「ただ、鈴やラジオの音に、反応が鈍いクマもいることも事実」,クマ・鈴・ラジオ,"a small brass bell on a strap swings gently on a tree stump beside a portable radio in the foreground, while an adult brown bear on all fours walks calmly across the trail further up, never turning its head toward the radio or the bell",,ナレーションに出るクマが鈴とラジオのそばを反応せずに通り過ぎる姿が描かれている。
ASSET-213,PASS,さらに、単独で山に入らず、複数で行動するよう呼びかけました。,複数で行動する人々,"Exactly two full-body Japanese wild-vegetable gatherers walking side by side toward the viewer at a slight three-quarter angle, both faces clearly visible.",,山に入る2人が並んで歩く姿が、複数で行動するという主題を描いています。
ASSET-215,PASS,しかし、何も対策をしない場合と比べると生存確率は上がります。,対策と生存確率,"Exactly two full-body Japanese wild-vegetable gatherers standing side by side, both facing the viewer with BOTH SHOULDERS EQUALLY VISIBLE, both faces clearly visible. Left to right: 1) a man in his 60s in a green field jacket, grey trousers and a bucket hat, CLEAN-SHAVEN with no beard and no moustache, a head taller than the woman, holding up a red pepper-spray canister for wildlife with no lettering in his right hand; 2) a woman in her 50s in a beige windbreaker, dark trousers and a sun hat, holding up a small brass bell in her right hand.",,生存確率の比較は抽象的な主題であり、対策をする2人とその装備が描かれている。
ASSET-217,PASS,翌年、同じクマに襲われた45歳の女性は、肩や腕に重いけがを負い、一緒にいた男性も襲われかけています。,女性・同行男性・クマの襲撃,“the maroon sleeve torn at the shoulder” “clutching her left upper arm” “holding a small hatchet raised defensively” “an adult male Hokkaido brown bear ... pushes out of a dense bamboo thicket ON ALL FOURS”,,女性の負傷が破れた袖と腕を押さえる姿で描かれ、同行男性と迫るクマも登場する。
ASSET-218,FAIL,常にクマの出没情報の確認をしつつ、クマスプレーなどを備えておき、身を守ることが大切と言えます。,クマ・クマスプレー・身を守る人,登山口の案内板の前で、クマスプレーを構える女性。,クマ,女性とクマスプレーは描かれますが、ナレーションに出るクマは案内板のピクトグラムで示されるだけで、絵に登場しません。
