id,verdict,narration,subject,evidence,missing,reason
ASSET-121,PASS,雪が溶けてしまうと、せっかくの手がかりも消えてしまいます。,雪・手がかり,"A single Hokkaido brown bear pawprint about 14 centimetres wide, left by an adult male brown bear about 2 metres long and roughly 150 to 250 kilograms, slowly melting away in a thin patch of wet, slushy old snow",,ナレーションの主題である雪と、手がかりそのものの足跡が、溶けかけた状態で描かれている。
ASSET-122,PASS,長田さんは「完全に雪が解けたら足跡を追えない。今週中が勝負」と、他のハンターに伝え、全力で捜索を続けます。,長田さん・他のハンター・捜索,"Two full-body Japanese hunters facing each other at a slight three-quarter angle toward the viewer, both faces clearly visible. Left: 1) (CHAR-05 再利用) the veteran, a Japanese local hunter aged 62 ... Right: 2) (CHAR-09 再利用) a Japanese young hunter in his 30s ...",,長田さんと伝える相手のハンターが描かれ、捜索対象の足跡も背景に描かれている。
ASSET-124,FAIL,日が沈むまでクマを探したものの、結局クマは見つかりませんでした。,ハンター・クマ,A full-body Japanese local hunter in his 60s,クマ,ナレーションに登場するハンターは描かれていますが、クマはプロンプトに描かれていません。
ASSET-126,PASS,昨年の事件といい、このクマはかなり厄介な相手だと言えます。,このクマ,An adult male Hokkaido brown bear about 2 metres long and roughly 150 to 250 kilograms walking away ON ALL FOURS between the trunks of a bare deciduous forest near Setana,,ナレーションの主語であるクマが背景プロンプトに描かれており、「厄介な相手」という結論はその姿と演出で受けている。
ASSET-128,FAIL,ハンターたちは、町の方達に「このクマは非常に危険。付近の住民は夜の外出を控えてほしい」と伝えたとのこと。,ハンター・住民・クマ,"Two full-body Japanese men facing each other at a slight three-quarter angle toward the viewer, both faces clearly visible.",クマ,ハンターと住民は描かれていますが、ナレーションに登場するクマがプロンプトの絵にありません。
ASSET-129,PASS,町の観光協会からは、「解決が遅れると観光にも影響を与えかねない」という心配の声も上がりました。,観光協会の職員,観光協会の職員が心配そうに話す。,,ナレーションに登場する観光協会の職員がキャラとして指定されており、観光への影響を心配する心情も表現されている。
ASSET-130,FAIL,しかし、その後も全力で捜索しましたが、見つけることはできませんでした。,捜索する人・捜索,該当なし,全力で捜索している場面,プロンプトに描かれているのは落胆して戻るハンターで、ナレーションの主題である捜索は描かれていません。
ASSET-132,PASS,なんと二つ目の事件があった太田の山で、町職員が箱わなにかかっているクマを見つけました。,町職員・箱わなのクマ,A full-body Japanese male town official in his 40s ... his face clearly visible. / Inside the trap an adult male Hokkaido brown bear ... clearly visible through the steel mesh.,,町職員と箱わなにかかったクマの両方がプロンプトに描かれている。
ASSET-135,PASS,すかさずハンターが、クマを駆除し、,ハンター・クマの駆除,"He has the rifle shouldered with his cheek on the stock and is firing it toward the right edge of the picture, a bright cartoon muzzle flash bursting from the end of the barrel / Inside the trap an adult male Hokkaido brown bear about 1.8 metres long and about 250 kilograms crouches ON ALL FOURS",,ハンターの発砲と箱わな内のクマが描かれている。
ASSET-136,FAIL,女性を襲ったクマなのかを確かめるため、肉片を研究所へ送ります。,女性・クマ・肉片,She holds a small plain white insulated sample box with both hands at chest height,女性とクマが描かれていない。,試料を受け取る研究者は描かれているが、ナレーションに登場する女性とクマはプロンプトに登場しない。
ASSET-138,FAIL,性別も、捜索中のクマと重なっています。,性別・捜索中のクマ,該当なし,捜索中のクマ,職員と記録は描かれていますが、ナレーションに出る捜索中のクマは描かれていません。
ASSET-140,PASS,しかし、そう上手くはいきませんでした、、,思い通りにいかなかった結果,"She holds an opened plain envelope in her left hand and a blank sheet of paper in her right hand, eyebrows slanted steeply upward, eyes stretched wide and welling with tears, jaw hanging slack, face drained pale, a bead of sweat on her temple, stunned and dismayed",,ナレーションは結果を示す抽象文であり、鑑定結果を見て愕然とする研究者の姿で表している。
ASSET-141,PASS,鑑定の結果、DNAは不一致。,DNAの不一致,Two plain sealed kraft specimen envelopes lying side by side on a dark laboratory bench,,DNAの不一致という抽象的な結論を、並べた2通の試料封筒で象徴している。
ASSET-142,FAIL,残念ながら箱わなにかかっていたのは、別のクマだったのです。,箱わなにかかった別のクマ,"a printed photograph of the captured adult male Hokkaido brown bear, about 1.8 metres long and about 250 kilograms, crouching inside a steel box trap, lying on the desk",箱わなにかかった別のクマをカートゥンで描いた姿,捕獲されたクマを机上の写真と編集で重ねる画像に任せており、プロンプトの絵には描いていないため。
ASSET-143,FAIL,町の人々は、人を襲ったクマが今もどこかに潜んでいると、不安でいっぱいの中、暮らすしかありませんでした。,町の人々・襲われた人・クマ,Exactly three full-body Japanese townspeople standing close together toward the viewer at a slight three-quarter angle,人を襲ったクマと、襲われた人が描かれていない。,町の人々は描かれているが、ナレーションに登場するクマと襲われた人はプロンプトの絵に登場しない。
ASSET-145,FAIL,せたな町の会議で、クマへの対応が取り上げられます。,町の会議・クマ,"around which six Japanese town council members and officials in dark suits and navy work jackets sit, seen from behind and from a three-quarter back angle",クマの姿,町の会議は描かれていますが、クマは机上の写真だけで代替されています。
ASSET-146,FAIL,町はクマ事件後、対策本部を設けて休むことなく捜索を進めていました。,町・対策本部・捜索,the five Japanese hunters seen from behind keep trudging slowly in single file through the deep snow into the snowy forest,町が設けた対策本部が描かれていない。,捜索隊は描かれているが、ナレーションで述べる対策本部の設置は絵に見えない。
ASSET-148,FAIL,しかし、問題となったクマの捕獲の報告はいまだにできておらず、町長は「今なお、事件を起こしたクマの捕獲には至っておりません」と伝えるしかありませんでした。,町長・クマ・未捕獲,A full-body Japanese town mayor in his 60s with short greying hair and black-framed glasses,事件を起こしたクマが描かれていない,町長は描かれているが、ナレーションに登場するクマがプロンプトに登場しないため。
ASSET-149,PASS,いつまた犠牲者が出るか分からない状況だったので、山に入らないでほしいとも呼びかけ続けました。,町の職員・入山自粛の呼びかけ,He holds his right palm out toward the viewer at chest height in a firm stop gesture and cups his left hand beside his mouth as he calls out,,ナレーションの主題である職員の切迫した呼びかけが、本人の姿と動作で描かれている。
ASSET-157,FAIL,とはいえ、町の人の安心のため、問題となった個体を駆除すべく動きます。,町の人・ハンター・問題となったクマ,a single file of five Japanese hunters in blaze-orange caps and vests with cased rifles on their backs walks away from the town toward the mountains,町の人と問題となったクマが描かれていない。,ナレーションに登場するハンターは描かれているが、町の人と駆除対象のクマはプロンプトに登場しない。
ASSET-158,FAIL,計画では、ハンター5、6人が山でクマの足跡を探し追跡。,ハンター・クマ,"Exactly six full-body Japanese hunters walking toward the viewer in a loose staggered line, heads bent to scan the ground, all faces clearly visible. / a line of large bear pawprints / No bear anywhere in the frame.",クマ,ハンター6人とクマの足跡は描かれていますが、ナレーションに出るクマは描かれていません。
ASSET-159,FAIL,もしクマを見つけた場合は、その場で駆除。,ハンター・クマ・駆除,木立の奥の遠いヒグマを双眼鏡で見つけ、身構えるハンター（CHAR-05）。,クマをその場で駆除する場面,ハンターとクマは描かれていますが、ナレーションの主題である駆除はプロンプトの絵に描かれていません。
ASSET-160,PASS,見つからなければ、箱わなを設置して様子を見る手はずでした。,ハンター・箱わな,"A full-body Japanese local hunter in his 60s ... He points to his right with his right thumb over his shoulder ... mouth open mid-explanation / An empty steel box trap with its door raised open, set beside a gravel mountain road",,説明するハンターと、山道脇に設置された箱わなが描かれています。
